"","ID","ZIP.Code","Community.Area","Primary.Property.Type","Gross.Floor.Area...Buildings..sq.ft.","Year.Built","X..of.Buildings","ENERGY.STAR.Score","Electricity.Use..kBtu.","Natural.Gas.Use..kBtu.","Site.EUI..kBtu.sq.ft.","Source.EUI..kBtu.sq.ft.","Weather.Normalized.Site.EUI..kBtu.sq.ft.","Weather.Normalized.Source.EUI..kBtu.sq.ft.","Total.GHG.Emissions..Metric.Tons.CO2e.","GHG.Intensity..kg.CO2e.sq.ft.","total_site_energy_KBTU","log_total_site_energy_KBTU"
"803",250085,"60624","HUMBOLDT PARK","Multifamily Housing",109564,1965,1,34,2368241.9,10238780.8,115.1,166,122.8,174.1,980.3,8.9,12610816.4,16.3500654481135
"804",250083,"60626","WEST RIDGE","Multifamily Housing",99530,1983,1,50,2538644,8804160.8,114,173,119,176.4,935.6,9.4,11346420,16.2444128336346
"805",250082,"60609","ARMOUR SQUARE","Multifamily Housing",313167,1970,4,65,3986400,26963344.8,98.8,130.4,105.5,137.4,2166.9,6.9,30940899.6,17.2475894783168
"806",250081,"60612","NEAR WEST SIDE","Multifamily Housing",100282,1967,1,62,1958285.7,7006661.7,89.4,134.7,96.1,141.7,733.1,7.3,8965210.8,16.0088621784092
"807",250080,"60623","SOUTH LAWNDALE","Multifamily Housing",262612,1974,1,90,4440434.8,13211419.4,67.2,105.9,67.2,105.9,1520.2,5.8,17647526.4,16.6861061842132
"808",250079,"60637","WOODLAWN","Multifamily Housing",83063,1968,1,40,2009277.7,7045478.1,109,165,109,165,744.6,9,9053867,16.0187025172302
"809",250078,"60612","NEAR WEST SIDE","Multifamily Housing",483032,1969,3,100,3144834.3,5352370.2,17.6,32.1,17.9,31.8,863.9,1.8,8501363.2,15.9557370850722
"810",250077,"60609","ARMOUR SQUARE","Multifamily Housing",838253,1947,32,92,12037699.8,27181903.7,46.8,79.1,49.3,81.8,3662.6,4.4,39230240.4,17.4849584461303
"811",250076,"60617","SOUTH DEERING","Multifamily Housing",400023,1938,56,1,11056139,62598767.7,184.1,251.1,200.9,266.5,5362.8,13.4,73644234.3,18.1147564126761
"812",250075,"60620","ROSELAND","Multifamily Housing",114868,1954,19,100,309516.2,706095,8.8,14.9,9.1,15.1,94.6,0.8,1010838.4,13.8262906434857
"813",250074,"60608","SOUTH LAWNDALE","Multifamily Housing",99462,1943,8,15,2919060.9,9993747.5,129.8,197.7,141.4,209.9,1068.9,10.7,12910167.6,16.3735257449229
"814",250073,"60647","NORTH CENTER","Multifamily Housing",814078,1938,33,100,6425372.6,2021984,10.4,27.4,10.4,27.4,1291.7,1.6,8466411.2,15.9516172696371
"815",250072,"60653","OAKLAND","Multifamily Housing",291997,1953,2,82,2780928.1,24356495.1,92.9,117.5,99.6,124.7,1806.3,6.2,27126521.3,17.1160224530448
"816",250071,"60610","NEAR NORTH SIDE","Multifamily Housing",744162,1943,1,100,3381796,239876,4.9,14.6,4.9,14.6,636.1,0.9,3646393.8,15.109249237165
"817",250070,"60608","BRIDGEPORT","Multifamily Housing",110616,1943,1,59,3225781.9,1948637.3,46.8,110.1,47.2,107.3,698.1,6.3,5176828.8,15.4597032259921
"818",250069,"60627","RIVERDALE","Multifamily Housing",1182400,1945,236,67,41853366.2,59587566.4,85.8,164.1,89,167.5,9518.5,8.1,101449920,18.43507583567
"819",250068,"60607","NEAR WEST SIDE","Adult Education",180000,1975,1,11,12331575.3,8965532,118.3,267.4,125.9,275.4,2749.2,15.3,21294000,16.8739359008567
"820",250067,"60622","WEST TOWN","Office",160280,1940,1,69,9221752.3,3507559.9,79.4,203.6,81.6,204.1,1886.1,11.8,12726232,16.3591759330032
"821",250066,"60609","NEW CITY","Office",1e+05,1975,1,91,1111162.8,8827391.4,99.4,127.6,113.1,141.7,673.7,6.7,9940000,16.1120775786328
"822",250065,"60618","LINCOLN SQUARE","Library",83000,1985,1,13,4600177.8,2979080.8,91.3,211.7,95.1,213.2,1006.1,12.1,7577900,15.8407466743797
"823",250063,"60601","LOOP","Other - Entertainment/Public Assembly",75000,1872,1,79,2299936.4,2402393.1,62.7,129.9,66.8,134.2,551.5,7.4,4702500,15.3636048401573
"824",250062,"60607","NEAR WEST SIDE","Adult Education",66285,1961,1,32,2052570.8,4320415.4,96.1,165.7,104.9,171.4,607.8,9.2,6369988.5,15.6671082222092
"825",250061,"60628","WASHINGTON HEIGHTS","Library",65000,1975,1,2,5747490.1,1629721.1,113.5,304,114.8,299.9,1145.9,17.6,7377500,15.8139453857992
"826",250060,"60612","EAST GARFIELD PARK","Other - Recreation",62660,1971,1,15,5120064.3,2515752.9,121.9,298.7,125.8,297.3,1077.4,17.2,7638254,15.8486796009934
"827",250059,"60612","NEAR WEST SIDE","Office",59000,1990,1,13,6210324.5,1754897.9,135,361.7,137.4,361,1237.9,21,7965000,15.8905675013263
"828",250058,"60653","GRAND BOULEVARD","Other - Entertainment/Public Assembly",56687,1975,1,30,2932069.1,3599636.9,115.2,229.1,124.7,239.1,731.6,12.9,6530342.4,15.6919699347937
"829",250057,"60621","ENGLEWOOD","Outpatient Rehabilitation/Physical Therapy",54189,1972,1,50,3068634.7,1650756.9,87.1,209.8,91.4,214.3,653.3,12.1,4719861.9,15.3672900986591
"830",250056,"60607","NEAR WEST SIDE","K-12 School",430443,1975,1,12,27938257.8,33535108,142.8,285.6,151.6,291.8,6930.8,16.1,61467260.4,17.934015239808
"831",250055,"60625","NORTH PARK","K-12 School",248453,1928,1,97,3741667.4,7609707.3,45.7,79.4,49.5,83.5,1093.9,4.4,11354302.1,16.2451072697219
"832",250053,"60634","NORWOOD PARK","K-12 School",388970,1939,1,82,12374140,11609444.5,61.7,131.2,65.1,134.9,2897.4,7.4,23999449,16.9935414297153
"833",250052,"60634","BELMONT CRAGIN","K-12 School",398320,1934,1,92,7408468.8,16239181.9,59.4,101.2,63.6,105.6,2228.1,5.6,23660208,16.9793052076847
"834",250051,"60620","CHATHAM","K-12 School",284691,2003,1,40,12796091.8,14112577.4,94.5,193.2,99.2,196,3108.2,10.9,26903299.5,17.1077594950428
"835",250048,"60638","GARFIELD RIDGE","K-12 School",345406,1957,1,77,9759193.5,8080460,51.6,113.3,54.1,114.7,2228,6.5,17822949.6,16.6959974881952
"836",175595,"60613","LAKE VIEW","Multifamily Housing",52000,1915,1,75,445204.6,2967089.4,65.6,86.8,73.2,94.7,239.7,4.6,3411200,15.0425746935136
"837",175590,"60601","LOOP","Hotel",85961,1928,1,45,4987743.5,3319089,96.6,222.7,99.8,227.4,1095.6,12.7,8303832.6,15.9322277252251
"838",175581,"60654","NEAR NORTH SIDE","Museum",72000,2015,1,19,3723798.8,4372200,112.4,226.2,116.6,230.5,920.7,12.8,8092800,15.9064853354578
"839",175572,"60659","NORTH PARK","Office",65000,1968,1,85,1839761.3,2428886.6,65.7,128.1,NA,NA,468.1,7.2,4270500,15.2672414743683
"840",175553,"60644","AUSTIN","Senior Care Community",60000,1996,1,44,1950398.1,4040699.9,99.9,172.8,107.6,181,574.1,9.6,5994000,15.6062695268587
"841",175551,"60643","MORGAN PARK","Supermarket/Grocery Store",62614,2008,1,63,10149178.2,5512999.9,250.1,601.4,258.4,606.3,2163.5,34.6,15659761.4,16.5666050121401
"842",175548,"60612","NEAR WEST SIDE","Other",60000,2014,1,13,5556390.8,5202987.6,179.3,381.8,175.7,370.4,1300.5,21.7,10758000,16.1911602218153
"843",175546,"60614","LINCOLN PARK","Multifamily Housing",94600,1910,1,96,1193217.3,4158993.2,56.6,85.8,61,90.5,440.8,4.7,5354360,15.4934217402491
"844",175542,"60657","LAKE VIEW","Multifamily Housing",277485,1928,1,87,3230863.7,14879460,65.3,92.9,72.2,100.1,1385.8,5,18119770.5,16.712514192936
"845",175539,"60637","WASHINGTON PARK","Multifamily Housing",55000,1923,1,89,1163246.3,3713629.4,88.7,137.3,96.5,145.7,411.7,7.5,4878500,15.4003483535301
"846",175535,"60616","DOUGLAS","Multifamily Housing",64800,1978,1,53,2714055.6,724545.1,53.1,143.3,57.4,156.3,538.7,8.3,3440880,15.0512378105883
"847",175529,"60607","NEAR WEST SIDE","Office",72977,2011,1,85,3599141.4,1529745,70.3,176.9,72.8,179.3,744.6,10.2,5130283.1,15.4506714008095
"848",175526,"60619","CHATHAM","Multifamily Housing",95925,1920,1,75,815176.3,5541287.7,66.3,87.3,71.7,93,445,4.6,6359827.5,15.665511812307
"849",175523,"60654","NEAR NORTH SIDE","Office",66095,1905,1,80,2791817.8,1650675.2,67.2,158.9,71,162.9,602.3,9.1,4441584,15.3065216275426
"850",175516,"60625","LINCOLN SQUARE","Multifamily Housing",55067,1925,1,66,546237.3,4569701.6,92.9,118.3,101.6,126.2,343.4,6.2,5115724.3,15.4478295504711
"851",175508,"60630","JEFFERSON PARK","Supermarket/Grocery Store",63165,2013,1,56,10797110.2,8813999.8,310.5,683.3,318.6,687.4,2458.3,38.9,19612732.5,16.7916895306377
"852",175507,"60611","NEAR NORTH SIDE","Multifamily Housing",78055,1925,1,83,2661841.1,1899536.4,58.4,132.6,60.8,138.4,591.5,7.6,4558412,15.3324848752249
"853",175506,"60628","PULLMAN","Office",61357,1974,1,25,3295244.8,3516551.2,111,228.8,119.2,235.7,796.1,13,6810627,15.733994744372
"854",175495,"60654","NEAR NORTH SIDE","Performing Arts",54600,1996,1,37,7573667.6,5221209.1,234.3,536,234.3,536,1673.3,30.6,12792780,16.3643915072467
"855",175492,"60657","LAKE VIEW","Multifamily Housing",75000,1920,1,97,651193.8,2932799.8,47.8,68.3,50.6,71.8,275.8,3.7,3585000,15.0922690320159
"856",175479,"60660","EDGEWATER","Multifamily Housing",68000,2008,1,21,2192465.9,2593526.1,70.4,141.3,72.4,142.3,541.9,8,4787200,15.3814562473222
"857",175477,"60645","LAKE VIEW","Multifamily Housing",56880,1928,1,47,629076.2,4895906.3,97.1,125.1,103.6,131.1,376,6.6,5523048,15.5244404397744
"858",175475,"60607-2703","NEAR WEST SIDE","Office",68150,1930,1,66,1558444.6,4435778.7,88,140.1,96.9,147,522.9,7.7,5997200,15.6068032516029
"859",175474,"60612","NEAR WEST SIDE","Office",65885,1968,1,24,6175665.4,12832184.3,93.7,294.3,93.7,294.3,1138.3,17.3,6173424.5,15.6357642662237
"860",175473,"60626","ROGERS PARK","Multifamily Housing",60000,2015,1,88,706887.9,4020073.1,78.8,107.3,83.8,111.6,344.2,5.7,4728000,15.3690128380681
"861",175472,"60657","LAKE VIEW","Multifamily Housing",176062,1915,1,37,7606876.6,3368563.2,62.3,155.8,64.3,157.8,1581,9,10968662.6,16.2105529105075
"862",175470,"60626","ROGERS PARK","Multifamily Housing",53696,1925,1,55,598338.6,4062036.7,86.8,114.4,92.9,119.9,326,6.1,4660812.8,15.3547004114932
"863",175454,"60616-5183","DOUGLAS","Multifamily Housing",51375,2008,1,93,919807,1520429.4,47.5,87.3,50.5,90.2,250.3,4.9,2440312.5,14.7076366628391
"864",175450,"60601","LOOP","Office",50913,2000,1,41,3237029.2,8853700.3,237.5,382.2,246.7,391.9,1066.9,21,12091837.5,16.3080411961541
"865",175431,"60615","HYDE PARK","Multifamily Housing",58358,1924,1,69,367885.3,3756288.5,70.7,87.4,77.7,94,267.3,4.6,4125910.6,15.232797304904
"866",175415,"60660","EDGEWATER","Multifamily Housing",55000,1920,1,97,164563,3200519.1,61.2,70.5,65.5,75,200.4,3.6,3366000,15.0292356537329
"867",175411,"60649","SOUTH SHORE","Multifamily Housing",74892,1929,1,97,1327152,2635999.3,52.9,92.6,54.5,94.2,384.6,5.1,3961786.8,15.1922056935863
"868",175400,"60642","WEST TOWN","Multifamily Housing",82600,2003,1,96,1612265.5,1427986.8,36.8,79.4,37.6,79.8,373,4.5,3039680,14.927262804684
"869",175383,"60615","WASHINGTON PARK","Multifamily Housing",58656,1915,1,65,382788.9,4273495.3,79.4,97,88.2,106,297.5,5.1,4657286.4,15.3539435188925
"870",175371,"60626","ROGERS PARK","Multifamily Housing",50500,1936,1,22,2074229.5,1994777.9,80.6,170.4,83.1,170.9,488.3,9.7,4070300,15.219227264776
"871",175365,"60614","LINCOLN PARK","College/University",51170,2000,1,2,4404359.7,1284,86.1,270.3,85.6,268.8,811.9,15.9,4405737,15.2984181132328
"872",175357,"60611","NEAR NORTH SIDE","Retail Store",72000,1917,1,7,4188735,9106365.7,184.7,315.5,191.5,322.7,1255.8,17.4,13298400,16.4031542852034
"873",175346,"60653","GRAND BOULEVARD","Multifamily Housing",138083,2013,5,34,7119069.8,4701665.1,85.6,197.6,89.5,202.5,1561.9,11.3,11819904.8,16.2852955157643
"874",175334,"60644","AUSTIN","Multifamily Housing",55000,1910,1,42,1188986.5,4302718.4,99.8,150,106.8,157.3,447.7,8.1,5489000,15.518256647532
"875",175292,"60654","NEAR NORTH SIDE","Retail Store",55500,1912,1,75,1518179.6,2395499.9,70.5,131.2,73.8,133.3,407.1,7.3,3912750,15.1797510095527
"876",175291,"60626","ROGERS PARK","Multifamily Housing",69512,1922,1,78,1835403.5,1067757,41.8,99,42.1,99.4,395,5.7,2905601.6,14.8821510180498
"877",175281,"60613","LAKE VIEW","Multifamily Housing",53000,1915,1,99,167785.1,2406380.5,48.6,57.6,52.7,62,158.7,3,2575800,14.7616707234407
"878",175264,"60647","WEST TOWN","Office",50000,1906,1,81,2028850.9,1126851.6,63.1,151.1,65.8,151.8,433.8,8.7,3155000,14.9644990539575
"879",175255,"60657","LAKE VIEW","Multifamily Housing",57405,1926,1,95,563955.8,2751321.7,57.8,81.2,63.3,87,250.1,4.4,3318009,15.0148754622062
"880",175231,"60615","KENWOOD","Multifamily Housing",64000,2007,1,1,5277442.8,4622811.8,82.5,258.9,87.5,274.9,972.7,15.2,5280000,15.4794366556824
"881",175229,"60613","UPTOWN","Multifamily Housing",73000,1930,1,89,1642219.5,1309278.6,40.4,89.5,42,93.3,372.2,5.1,2949200,14.8970445050976
"882",175223,"60607","NEAR WEST SIDE","Multifamily Housing",58734,1900,1,1,4949918.1,9113364.7,239.4,427.6,245.8,434.2,1396.4,23.8,14060919.6,16.4589098476134
"883",175218,"60615","HYDE PARK","Multifamily Housing",163832,1947,1,91,3231316.5,5542513,53.6,97.5,56,98.8,890,5.4,8781395.2,15.9881458595929
"884",175198,"60640","UPTOWN","Multifamily Housing",58000,1930,1,65,811615.9,2807822.8,62.4,94.8,66.1,97.5,299.2,5.2,3619200,15.1017635649039
"885",175185,"60649","SOUTH SHORE","Multifamily Housing",52193,1935,1,78,839665.9,3979887.9,92.3,130.6,97.4,134.5,366.6,7,4817413.9,15.3877478067705
"886",175181,"60615","GRAND BOULEVARD","Multifamily Housing",53963,2014,4,75,1181606,2709320,72.1,121.5,77.1,125.4,361.7,6.7,3890732.3,15.1741079498055
"887",175172,"60623","NORTH LAWNDALE","Multifamily Housing",62631,2011,1,100,908329,199044,17.7,48.9,18.4,50.6,178.5,2.9,1108568.7,13.9185802817609
"888",175157,"60605","LOOP","Multifamily Housing",259600.2,2013,1,68,6935780.5,6601868,52.1,110.6,54.1,111.7,1629.1,6.3,13525170.42,16.4200629829871
"889",175059,"60642","LAKE VIEW","Multifamily Housing",68271,1908,1,27,2149266.6,3177317,78,147.7,81.6,151.5,564.9,8.3,5325138,15.4879491847169
"890",174498,"60661","NEAR WEST SIDE","Multifamily Housing",135771,2009,1,15,5441798.8,7243765.1,93.4,181.9,98.4,184.1,1387.8,10.2,12681011.4,16.3556162671994
"891",174323,"60607","NEAR WEST SIDE","Other - Lodging/Residential",201533,1901,1,38,8685232.4,9328070.8,89.5,184,93.3,188,2097.7,10.4,18037203.5,16.7079470439527
"892",174321,"60616","NEAR SOUTH SIDE","Multifamily Housing",111873,2013,1,12,4206279.5,6692730.5,97.4,180.9,101.7,185.4,1130.8,10.1,10896430.2,16.2039457889709
"893",174306,"60611","NEAR NORTH SIDE","Multifamily Housing",241024,1920,1,36,8238478.7,3794936.9,49.9,123.9,52.9,130,1720.1,7.1,12027097.6,16.3026727953342
"894",174294,"60654","NEAR NORTH SIDE","Office",191155,1908,1,68,10253814.1,8019216.2,95.6,212.5,102.6,223.7,2315.9,12.1,18274418,16.7210127163078
"895",174289,"60642","WEST TOWN","Office",151000,1905,1,84,8892480.6,627971.6,63,189.3,65,194.4,1672.4,11.1,9513000,16.0681698421886
"896",174279,"60647","AVONDALE","Multifamily Housing",181132,1920,6,69,3243382.4,10717676.9,77.1,118.4,80.9,119.9,1167.1,6.4,13965277.2,16.4520846067885
"897",174260,"60640","UPTOWN","Office",165487,1924,1,91,5114854.1,7547659.9,76.5,144.9,82.5,149.5,1343.7,8.1,12659755.5,16.3539386616976
"898",174249,"60652","ASHBURN","Supermarket/Grocery Store",87500,1992,1,100,10683685.1,755302.2,8.6,9.1,9.5,10,40.1,0.5,752500,13.5311562756052
"899",174228,"60618","NORTH CENTER","Supermarket/Grocery Store",51298,1981,1,50,9223857.5,6675799.7,309.9,701.2,317.7,703.5,2054.7,40.1,15897250.2,16.5816567088378
"900",174221,"60617","SOUTH DEERING","Strip Mall",189931,1999,8,45,19980661.8,58266.8,105.5,330.6,104.3,326.7,3686,19.4,20037720.5,16.8131270802062
"901",174215,"60653","OAKLAND","Multifamily Housing",89896,2008,1,40,2787828.5,3357009.8,68.4,136.6,71.6,138.3,692.2,7.7,6148886.4,15.6317815502162
"902",174209,"60654","NEAR NORTH SIDE","Multifamily Housing",95850,1950,1,21,3741520.7,4352352.8,84.4,170.2,89.7,176.7,920.8,9.6,8089740,15.9061071500757
"903",174206,"60610","NEAR NORTH SIDE","Multifamily Housing",148466,2004,1,33,4904965,6869090.2,79.3,152.3,82.8,153.5,1268.9,8.5,11773353.8,16.2813493834223
"904",174204,"60626","ROGERS PARK","Multifamily Housing",160008,2009,2,22,5698265.2,6736706.9,77.7,156,79.4,157.3,1411.4,8.8,12432621.6,16.3358343503396
"905",174200,"60607","NEAR WEST SIDE","Multifamily Housing",110387,1926,1,52,3373485,2277720.1,51.2,117.6,52.8,119.1,742.8,6.7,5651814.4,15.5474871843139
"906",174184,"60616","NEAR SOUTH SIDE","Medical Office",152747,1984,1,57,11905051.5,3875467.1,77.9,244.7,79,247.9,2194.4,14.4,11898991.3,16.2919641897831
"907",174182,"60611","NEAR NORTH SIDE","Office",216081,1980,1,82,8714442.5,9260099.6,83.2,171.6,86.6,170.3,2098.1,9.7,17977939.2,16.7046559641985
"908",174167,"60613","UPTOWN","Multifamily Housing",206933,1904,1,100,1996275.9,10226244.8,59.1,82.2,65.3,88,911.1,4.4,12229740.3,16.319381272769
"909",174165,"60615","Hyde Park","Multifamily Housing",83819,1990,1,56,1624726.2,5827167,88.9,133.9,98.3,144.5,609.9,7.3,7451509.1,15.8239271336009
"910",174164,"60615","KENWOOD","Multifamily Housing",160000,1934,1,45,5542070.7,3683648.1,57.7,132.9,60.3,137.3,1217.2,7.6,9232000,16.03818626773
"911",174155,"60660","EDGEWATER","Multifamily Housing",140000,1925,1,1,5494589.3,24334999.8,213.1,305.7,221.7,312.9,2305.3,16.5,29834000,17.211159240696
"912",174135,"60613","UPTOWN","Multifamily Housing",142000,1923,1,74,2506380.1,9224048,82.6,123.6,87.9,128.7,951.9,6.7,11729200,16.2775920171103
"913",174126,"60617","HEGEWISCH","Supermarket/Grocery Store",54000,1980,1,58,9732614,4807399.9,269.3,659.4,277.4,660.4,2049.3,37.9,14542200,16.492565325364
"914",251437,"60623","SOUTH LAWNDALE","K-12 School",106010,1889,1,74,2495857.5,2892053.1,50.8,102.6,55.8,108.5,613.6,5.8,5385308,15.4991850628516
"915",251435,"60623","SOUTH LAWNDALE","K-12 School",73770,1996,1,86,3223766.4,1195841.4,59.9,154.2,62.3,156.7,657.7,8.9,4418823,15.3013839289998
"916",251434,"60621","ENGLEWOOD","K-12 School",66000,1958,1,48,1874781.4,4356442.3,94.4,158.5,103.4,167.5,577,8.7,6230400,15.64495109416
"917",251433,"60614","LINCOLN PARK","K-12 School",75176,1937,1,73,1362141,4098576.5,72.6,114.1,79.6,121.4,468.8,6.2,5457777.6,15.5125522318937
"918",251431,"60623","SOUTH LAWNDALE","K-12 School",67900,1980,1,31,3861841.5,2387097.8,56.9,178.6,60.5,189.8,711.8,10.5,3863510,15.1670866546791
"919",251429,"60653","DOUGLAS","K-12 School",62750,1961,1,76,1421059.4,2690664.6,65.5,116.1,72.2,123.2,404.8,6.5,4110125,15.2289639996352
"920",251427,"60621","ENGLEWOOD","K-12 School",65017,2014,1,45,1389760.1,3607484.9,76.9,125.4,84.9,134.3,447.8,6.9,4999807.3,15.4249099296557
"921",251426,"60628","ROSELAND","K-12 School",101294,1979,1,46,3441585.5,4377196,77.2,152.1,85.9,165.7,866.9,8.6,7819896.8,15.8721819155035
"922",251425,"60630","JEFFERSON PARK","K-12 School",81712,1925,1,83,2205946,2233320.6,54.3,113.5,57.7,117.7,525.2,6.4,4436961.6,15.3054803758273
"923",251424,"60655","MOUNT GREENWOOD","K-12 School",84660,1949,1,80,1742877.9,3954321.1,67.3,113.7,74.3,121,531.3,6.3,5697618,15.5555587507256
"924",251423,"60623","SOUTH LAWNDALE","K-12 School",63900,1996,1,46,2381846.9,2471592.7,76,157.7,81.9,163.9,570.3,8.9,4856400,15.395807980652
"925",251421,"60631","EDISON PARK","K-12 School",71318,1927,1,65,2612354.5,2433876.3,70.8,150.9,75.2,157.1,610.8,8.6,5049314.4,15.4347630296588
"926",251420,"60629","GAGE PARK","K-12 School",138015,1917,1,18,5308113.2,8626449.7,101,186.4,108.7,194.5,1436.6,10.4,13939515,16.4502381707258
"927",251419,"60609","GRAND BOULEVARD","K-12 School",63929,1972,1,80,1278292.2,2756484.6,63.1,108.1,68.9,114.1,382,6,4033919.9,15.210249141077
"928",251418,"60646","NORWOOD PARK","K-12 School",82050,1926,1,48,2820790.1,1292164,50.1,124.5,52.5,128.3,588.6,7.2,4110705,15.2291051046091
"929",251417,"60608","NORTH LAWNDALE","K-12 School",68184,1963,1,17,2581417.9,3140238,83.9,167.2,89.6,173.2,642.6,9.4,5720637.6,15.5595908256753
"930",251416,"60618","AVONDALE","K-12 School",105920,1895,1,85,3176651.2,3737939.5,65.3,131.2,71.2,137.4,784.1,7.4,6916576,15.7494314074532
"931",251414,"60637","WOODLAWN","K-12 School",64558,1963,1,52,1685692.5,3214580,75.9,134.3,84.3,143.1,481.5,7.5,4899952.2,15.4047360079312
"932",251413,"60623","NORTH LAWNDALE","K-12 School",63000,1963,1,90,1734239.1,2038251.6,59.9,120.4,63.7,124.4,427.9,6.8,3773700,15.1435665104951
"933",251409,"60609","NEW CITY","K-12 School",86191,1896,1,37,2772351,4089373.4,79.6,150.8,89.1,163.7,728.2,8.4,6860803.6,15.7413351356985
"934",251408,"60643","MORGAN PARK","K-12 School",63257,2001,1,63,1285240.7,2260950.3,56.1,101.3,62.6,109.5,357,5.6,3548717.7,15.0820968849315
"935",251407,"60657","LAKE VIEW","K-12 School",57743,1907,1,49,1506478.5,2738600,73.5,131.7,81.7,141.3,423.1,7.3,4244110.5,15.2610428151348
"936",251405,"60624","WEST GARFIELD PARK","K-12 School",60934,1961,1,22,1461349,4042384.5,90.3,145,99.5,154.6,484.1,7.9,5502340.2,15.5206840506162
"937",251404,"60622","WEST TOWN","K-12 School",60929,1890,1,63,914536.8,4000796.6,80.7,116.1,89.9,126.4,381.1,6.3,4916970.3,15.4082031061074
"938",251399,"60637","GREATER GRAND CROSSING","K-12 School",62706,1913,1,16,1903234.8,6517196.3,134.3,204.4,149.6,221.5,697,11.1,8421415.8,15.9462885193518
"939",251397,"60617","SOUTH DEERING","K-12 School",140770,2006,1,75,4088626.9,5443714.9,67.7,131.8,75.3,138.8,1042.8,7.4,9530129,16.0699688117402
"940",251396,"60623","SOUTH LAWNDALE","K-12 School",59692,1913,1,75,1487389.4,2802155.8,71.9,127.5,79.6,135.6,423,7.1,4291854.8,15.2722295517784
"941",251395,"60609","BRIDGEPORT","K-12 School",58108,1883,1,46,1264795.6,4123667.4,92.7,142.9,103.9,154.6,452.2,7.8,5386611.6,15.4994270995646
"942",251394,"60638","CLEARING","K-12 School",99233,1953,1,91,1281392,3809861.2,51.3,80.9,57.7,87.6,438.5,4.4,5090652.9,15.4429166514205
"943",251393,"60625","LINCOLN SQUARE","K-12 School",62847,1911,1,61,1275764.9,3549727.1,76.8,123,83.9,130.5,423.7,6.7,4826649.6,15.3896631203359
"944",251392,"60634","DUNNING","K-12 School",78615,1936,1,36,2268567.8,7024991.8,118.2,184.4,129,195.8,791.3,10.1,9292293,16.0446959048764
"945",251391,"60616","BRIDGEPORT","K-12 School",68750,1889,1,80,1005660,3623813.6,67.3,101.3,76.1,110.5,377.8,5.5,4626875,15.3473922521795
"946",251390,"60608","LOWER WEST SIDE","K-12 School",116245,2002,1,92,929045,5499234.7,55.3,74.8,62.9,82.8,463.3,4,6428348.5,15.6762282203002
