"","ID","ZIP.Code","Community.Area","Primary.Property.Type","Gross.Floor.Area...Buildings..sq.ft.","Year.Built","X..of.Buildings","ENERGY.STAR.Score","Electricity.Use..kBtu.","Natural.Gas.Use..kBtu.","Site.EUI..kBtu.sq.ft.","Source.EUI..kBtu.sq.ft.","Weather.Normalized.Site.EUI..kBtu.sq.ft.","Weather.Normalized.Source.EUI..kBtu.sq.ft.","Total.GHG.Emissions..Metric.Tons.CO2e.","GHG.Intensity..kg.CO2e.sq.ft.","total_site_energy_KBTU","log_total_site_energy_KBTU"
"1594",250014,"60633","HEGEWISCH","Other - Recreation",51273,1934,1,92,867866.1,1953827.3,55,93.2,62.2,100.6,263.7,5.1,2820015,14.8522527620491
"1595",250008,"60609","GRAND BOULEVARD","College/University",148655,1973,1,30,8174121.6,2149957,69.4,187.8,69.4,187.8,1625.5,10.9,10316657,16.1492703314312
"1596",250004,"60621","ENGLEWOOD","College/University",496817,2007,6,1,37628320.8,51065170.1,178.5,345.7,186.4,352.4,9669.6,19.5,88681834.5,18.3005656292373
"1597",250002,"60608","LOWER WEST SIDE","College/University",175000,1996,1,65,8284834.2,6367980.8,83.7,186.9,88.2,188.6,1870.1,10.7,14647500,16.4997802304011
"1598",250001,"60602","LOOP","Office",477123,1991,1,78,27100055.7,23066867.6,56.8,178.3,59,185.2,4995.1,10.5,27100586.4,17.1150659239922
"1599",245071,"60610","NEAR NORTH SIDE","Multifamily Housing",376600,1961,1,89,7765486.8,23312141.8,82.5,129.7,89,133.7,2669.6,7.1,31069500,17.2517371885458
"1600",244931,"60606","NEAR WEST SIDE","Multifamily Housing",574600,1949,1,57,12237004.9,25905299.7,66.4,114.2,69.9,116.7,3631.5,6.3,38153440,17.4571264820097
"1601",244840,"60607","LOOP","Multifamily Housing",801360,2009,1,67,18654762,37779018.4,87.5,139.7,90.4,143.5,NA,NA,70119000,18.0657043566492
"1602",244826,"60640","EDGEWATER","Multifamily Housing",862821,1971,1,61,19032699,50172890.9,80.2,130.3,87.5,137,6173.1,7.2,69198244.2,18.0524860474336
"1603",244817,"60610","NEAR NORTH SIDE","Multifamily Housing",217800,1974,1,92,6065253.1,3382701.9,43.4,103.7,45.9,110.7,1297.6,6,9452520,16.0617919305874
"1604",244809,"60660","EDGEWATER","Multifamily Housing",510600,1969,1,77,19633866.1,7500892.4,38.5,120.7,40.2,126.1,3618.9,7.1,19658100,16.7940000250833
"1605",244791,"60601","LOOP","Multifamily Housing",444000,2005,1,28,12706393.8,26571051.4,88.5,152.7,94.4,158.1,3753.4,8.5,39294000,17.4865823934282
"1606",244760,"60611","NEAR NORTH SIDE","Multifamily Housing",241151,1979,1,29,9915203.8,4763942.1,60.9,149.8,65.6,161,2080.6,8.6,14686095.9,16.502411747001
"1607",244758,"60614","LINCOLN PARK","Multifamily Housing",355628,1972,1,45,9985746.9,22488468.3,91.3,154.6,98.6,162.2,3035.1,8.5,32468836.4,17.2957913072804
"1608",244747,"60601","LOOP","Multifamily Housing",323000,2004,1,35,10086953.6,18410620.1,88.2,157.9,94.4,162.2,2837.1,8.8,28488600,17.1650145652175
"1609",244613,"60611","NEAR NORTH SIDE","Multifamily Housing",449954,2006,1,59,13304507.1,23066867.6,80.8,146.7,85.5,152.4,3677.5,8.2,36356283.2,17.4088775998263
"1610",244600,"60605","NEAR SOUTH SIDE","Multifamily Housing",651328,2008,1,63,18150560.5,27625754.1,70.3,132,75.7,137.7,4812.9,7.4,45788358.4,17.6395404333682
"1611",244593,"60611","NEAR NORTH SIDE","Multifamily Housing",588000,1970,1,34,23773574,10650466.8,58.5,146,61.4,152.8,4947.7,8.4,34398000,17.3535089811186
"1612",244592,"60616","NEAR SOUTH SIDE","Multifamily Housing",419203,2009,1,71,11391344.1,18389306.6,71,131.4,75,133,3076.4,7.3,29763413,17.2087904454932
"1613",244591,"60654","NEAR NORTH SIDE","Multifamily Housing",244750,2001,1,1,10523785.1,20046455.2,151.3,247.4,157.4,255.2,NA,NA,37030675,17.4272571811871
"1614",244550,"60614","LINCOLN PARK","Multifamily Housing",473000,1972,1,41,13447807.7,30140582.9,92.2,156.2,99.7,162.2,4079.6,8.6,43610600,17.5908107980366
"1615",244535,"60610","NEAR NORTH SIDE","Multifamily Housing",597193,1963,1,66,9579947.5,45442053,92.1,130.3,102.3,140.9,4179.4,7,55001475.3,17.8228705664734
"1616",244534,"60605","NEAR SOUTH SIDE","Multifamily Housing",952287,2008,1,74,21756147.1,40770701.9,65.7,116.7,70.5,120.8,6175.6,6.5,62565255.9,17.9517206644192
"1617",244523,"60607","NEAR WEST SIDE","Multifamily Housing",300015,2003,1,83,6691870.3,8900454.8,52,101.2,53.9,101.8,1706.2,5.7,15600780,16.5628314709698
"1618",244503,"60615","KENWOOD","Multifamily Housing",234944,1928,1,75,2701423,17316263.9,85.2,113.5,94.2,121.7,1417.7,6,20017228.8,16.8121039006918
"1619",244449,"60611","NEAR NORTH SIDE","Multifamily Housing",486568,1980,1,3,26473963.9,17543114.7,90.5,208.7,97.1,224.1,5811.5,11.9,44034404,17.6004817954418
"1620",244447,"60654","NEAR NORTH SIDE","Multifamily Housing",365722,1929,1,93,8373464.3,10948994.2,52.8,103.3,56,105.9,2125,5.8,19310121.6,16.7761399516402
"1621",244426,"60661","NEAR WEST SIDE","Multifamily Housing",418371,2003,1,51,8850130.9,20312760.4,69.7,117.4,75.1,121.4,2710.2,6.5,29160458.7,17.1883241954337
"1622",244387,"60601","LOOP","Multifamily Housing",452227,2006,1,50,13538273.5,23745276.9,82.4,149.1,88,155,3756.6,8.3,37263504.8,17.4335249820527
"1623",244360,"60616","NEAR SOUTH SIDE","Multifamily Housing",679761,2006,1,55,18559498.9,26948709.8,66.9,127.4,71.1,130.1,4852.3,7.1,45476010.9,17.632695511918
"1624",244340,"60645","WEST RIDGE","Multifamily Housing",288000,1972,1,38,6250210.8,26680223.3,114.3,165.4,113.7,163.9,2569.2,8.9,32918400,17.3095423299188
"1625",244333,"60610","NEAR NORTH SIDE","Multifamily Housing",123127,2001,1,25,4397870.1,8006246,100.7,180.4,107.7,187.7,1235.9,10,12398888.9,16.3331174217218
"1626",244325,"60645","WEST RIDGE","Multifamily Housing",426802,1967,1,67,4657124.1,36147803.5,95.6,123.2,92,118.5,2778.4,6.5,40802271.2,17.5242483044917
"1627",244318,"60661","NEAR WEST SIDE","Multifamily Housing",237826,2004,1,18,9082648.5,17292212.2,110.9,196.3,115.4,199.1,2592.6,10.9,26374903.4,17.0879234871946
"1628",244311,"60613","LAKE VIEW","Multifamily Housing",391234,1926,1,91,5855387.8,18672099.8,62.7,97.1,67.2,101.2,2071,5.3,24530371.8,17.0154225730705
"1629",244282,"60611","NEAR NORTH SIDE","Multifamily Housing",379492,2007,1,39,13075155.9,13453964.4,69.9,145.4,74.7,151.6,3124.6,8.2,26526490.8,17.0936544444665
"1630",244200,"60605","NEAR SOUTH SIDE","Multifamily Housing",402711,2005,1,38,13463407.4,13719604.1,67.5,140.7,70.4,144.2,3210.3,8,27182992.5,17.1181020599645
"1631",244182,"60613","LAKE VIEW","Multifamily Housing",989315,1970,1,27,25619254.5,74551212.7,101.3,160.4,109.2,168.7,8681.9,8.8,100217609.5,18.4228544746869
"1632",244102,"60607","LOOP","Multifamily Housing",991722,1986,1,85,24537476.5,25936663.6,50.9,105.2,54.4,108.8,5900.4,5.9,50478649.8,17.7370610286129
"1633",244099,"60611","NEAR NORTH SIDE","Multifamily Housing",2125888,2008,1,35,121828769.6,26851959.7,69.9,193.2,NA,NA,23881.9,11.2,148599571.2,18.8167658046448
"1634",244073,"60611","NEAR NORTH SIDE","Multifamily Housing",622596,1955,1,52,12870613.3,38177282.1,82,129.3,89,134.5,4400.1,7.1,51052872,17.7483723595625
"1635",244017,"60611","NEAR NORTH SIDE","Multifamily Housing",734298,1976,1,22,24154349.8,44802019.9,93.9,167.4,98.9,169.7,6831.8,9.3,68950582.2,18.0489006059678
"1636",243937,"60605","LOOP","Multifamily Housing",296351,2002,1,24,9400097.5,20080393.3,99.5,170.7,108.5,180.2,2799.2,9.4,29486924.5,17.1994574857632
"1637",243929,"60601","LOOP","Multifamily Housing",791877,1991,1,38,29967971.3,26089026.7,70.8,153.4,73.9,157.8,6909.4,8.7,56064891.6,17.8420203564052
"1638",243920,"60610","NEAR NORTH SIDE","Multifamily Housing",758456,1970,1,14,25695308,44391992.6,92.4,167.8,96.5,169.5,7094.1,9.4,70081334.4,18.065167045507
"1639",243916,"60657","LAKE VIEW","Multifamily Housing",242000,1956,1,52,6046480.3,14898546,86.5,143.1,94.6,151.6,1905.8,7.9,20933000,16.8568374190767
"1640",243913,"60611","NEAR NORTH SIDE","Multifamily Housing",296542,1973,1,34,12806440.4,8391945.4,71.5,165.3,74.8,170.8,2806.2,9.5,21202753,16.8696415897019
"1641",243776,"60611","NEAR NORTH SIDE","Multifamily Housing",241500,1957,1,47,5641701.1,17688749.3,96.6,150.3,105.4,158.1,1979.4,8.2,23328900,16.9652034932932
"1642",243773,"60611","NEAR NORTH SIDE","Multifamily Housing",1647872,1926,1,81,52557595,49321473,61.8,131.6,65.2,133.8,12307.2,7.5,101838489.6,18.4388986809958
"1643",243745,"60614","LINCOLN PARK","Multifamily Housing",326596,1972,2,14,14828596.4,18100500.1,100.8,200.8,107.3,207.5,3694.6,11.3,32920876.8,17.3096175676833
"1644",243714,"60660","EDGEWATER","Multifamily Housing",194910,1965,1,51,3457263.6,13306501.7,86,127.4,93.7,135.4,1344,6.9,16762260,16.6346404887962
"1645",243703,"60615","KENWOOD","Multifamily Housing",770012,1963,2,35,17843640.9,61763660.3,103.4,157,112.9,165.1,6569.5,8.5,79619240.8,18.1927663401983
"1646",243692,"60640","EDGEWATER","Multifamily Housing",425474,1971,1,23,10983623.8,40649874,121.4,181.4,133.2,193.9,4183.6,9.8,51652543.6,17.7600499991712
"1647",243690,"60601","LOOP","Multifamily Housing",1110000,1963,1,44,28828667,66716501,86.1,144.7,92.8,149.8,8857.4,8,95571000,18.3753799847222
"1648",243636,"60645","WEST RIDGE","Multifamily Housing",4e+05,1968,1,62,5018154.6,32647574.5,94.2,125.1,90.2,120.4,2659,6.6,37680000,17.4446400076724
"1649",243626,"60654","NEAR NORTH SIDE","Multifamily Housing",285627,2009,1,61,7962280.7,13537311.4,75.3,137.3,80.2,142.4,2186.6,7.7,21507713.1,16.8839221776001
"1650",243596,"60613","UPTOWN","Multifamily Housing",1126000,1962,1,52,20587537.1,76608852.7,86.3,128.8,94,135.2,7863.8,7,97173800,18.3920116857712
"1651",243578,"60614","LINCOLN PARK","Multifamily Housing",297738,1963,1,34,8105990.8,20821130.5,97.2,158.9,103.6,165.7,2600,8.7,28940133.6,17.1807398956048
"1652",243547,"60654","NEAR NORTH SIDE","Multifamily Housing",212211,2001,1,24,5220134.8,12735430.1,111.2,166.8,116.9,172.9,1935.7,9.1,23597863.2,16.9766667235237
"1653",243527,"60611","NEAR NORTH SIDE","Multifamily Housing",831220,2000,2,27,28501971.4,29306000.8,69.5,144.7,72.8,149.8,6810.1,8.2,57769790,17.8719765326461
"1654",243345,"60660","EDGEWATER","Multifamily Housing",482834,1970,1,52,9234554.1,33381932.6,88.3,132.6,95.6,139.4,3475.2,7.2,42634242.2,17.5681682958711
"1655",243278,"60611","NEAR NORTH SIDE","Multifamily Housing",208630,1957,1,93,2648354.5,8995794.2,55.8,85.1,60.9,89.1,966,4.6,11641554,16.2700914965112
"1656",243247,"60610","NEAR NORTH SIDE","Multifamily Housing",194807,1973,1,40,9023208,9027563.5,46.3,145.4,48,150.8,1663.2,8.5,9019564.1,16.0149065649287
"1657",243246,"60610","NEAR NORTH SIDE","Multifamily Housing",313462,1965,1,20,8620465.8,27282258.8,114.5,177.7,124.3,184.1,3038,9.7,35891399,17.3960082425814
"1658",243199,"60654","NEAR NORTH SIDE","Multifamily Housing",403260,2005,1,6,18598426.4,28484538.5,116.8,219,126.2,228.9,4941,12.3,47100768,17.6677998645862
"1659",243190,"60611","NEAR NORTH SIDE","Multifamily Housing",398623,2002,1,11,15171273.8,17030573,87.9,171.5,91.2,176.8,NA,NA,35038961.7,17.3719711917441
"1660",243108,"60613","LAKE VIEW","Multifamily Housing",779480,1961,1,38,15204175.7,66567087.4,104.9,150.9,114.9,161.4,6338.1,8.1,81767452,18.2193898250803
"1661",243071,"60616","NEAR SOUTH SIDE","Multifamily Housing",251677,2006,1,75,7174975.4,14151799.4,84.7,148.6,90.6,153.7,2074.2,8.2,21317041.9,16.8750173999808
"1662",243057,"60660","EDGEWATER","Multifamily Housing",295050,1959,1,30,6305928.7,24058266.2,102.9,152.7,111,159,2440.2,8.3,30360645,17.2286577553253
"1663",242950,"60654","NEAR NORTH SIDE","Multifamily Housing",269100,2002,1,14,6611643.9,16156661.7,117.3,172.9,120.6,176.6,NA,NA,31565430,17.2675730923744
"1664",242935,"60613","LAKE VIEW","Multifamily Housing",623956,1987,1,99,7124433.4,26946613.5,54.6,81.2,59.2,86,2744.4,4.4,34067997.6,17.3438690147958
"1665",242901,"60610","NEAR NORTH SIDE","Multifamily Housing",462348,1990,1,100,7957234.4,346069.8,18,54.8,17.1,52.1,1485.1,3.2,8322264,15.9344448911653
"1666",242732,"60654","NEAR NORTH SIDE","Multifamily Housing",218635,2007,1,90,4143655.6,6245775.1,47.5,89.5,49.4,90.4,1095.5,5,10385162.5,16.1558886627385
"1667",242661,"60616","DOUGLAS","Multifamily Housing",67133,1964,1,33,1315643.3,6102134.8,110.5,157,121.6,168.1,566.6,8.4,7418196.5,15.8194465263007
"1668",242655,"60611","NEAR NORTH SIDE","Multifamily Housing",424837,2009,1,54,13055526.7,13612522.4,62.8,130.1,65.5,133.7,3129.4,7.4,26679763.6,17.0994159184027
"1669",242654,"60614","LINCOLN PARK","Multifamily Housing",477220,1978,1,33,13620171.7,32602484.1,96.9,161.4,104.7,167.4,4242.2,8.9,46242618,17.6494123983727
"1670",242643,"60605","NEAR SOUTH SIDE","Multifamily Housing",434053,2008,1,42,13971587.3,22298366,83.6,155,89.2,158.7,3759.6,8.7,36286830.8,17.4069654455328
"1671",242638,"60654","NEAR NORTH SIDE","Multifamily Housing",261854,1994,1,100,1100741.9,8013983.1,34.8,45.3,38.3,49,628.6,2.4,9112519.2,16.0251597622927
"1672",242635,"60661","NEAR WEST SIDE","Multifamily Housing",241800,2009,1,27,8440400.9,14766982.2,96,173.7,102.5,177.8,2340.1,9.7,23212800,16.9602144086307
"1673",242633,"60611","NEAR NORTH SIDE","Multifamily Housing",514175,2003,1,86,9972467.4,19899002.1,58.1,101.5,62.3,104.6,2895.1,5.6,29873567.5,17.2124846172755
"1674",242629,"60660","EDGEWATER","Multifamily Housing",562000,1962,1,27,13264371.8,44339919.5,102.5,157,110.2,163.2,4800,8.5,57605000,17.8691199274543
"1675",242605,"60611","NEAR NORTH SIDE","Multifamily Housing",263000,1957,1,71,4035713.6,17392204.6,81.5,117.6,88.7,123.4,1667.7,6.3,21434500,16.8805123314067
"1676",242586,"60611","NEAR NORTH SIDE","Multifamily Housing",301184,2003,1,1,18851156.7,17891946.1,122,258.9,129.4,270.9,4425,14.7,36744448,17.4194976973802
"1677",242563,"60606","LOOP","Multifamily Housing",278198,1999,1,43,9158040,10877946.6,72,144.4,72,144.4,2265.8,8.1,20030256,16.8127544883891
"1678",242554,"60616","DOUGLAS","Multifamily Housing",208042,1964,1,45,3709038.5,17821725.3,103.5,145.9,113.6,155.9,1630.3,7.8,21532347,16.8850668740821
"1679",242537,"60610","NEAR NORTH SIDE","Multifamily Housing",797058,1971,2,71,17109982.4,41367707.4,73.4,121.9,77.8,125.5,5351,6.7,58504057.2,17.8846066636434
"1680",242510,"60601","LOOP","Multifamily Housing",410425,2008,1,30,13177420.4,20795739,112.4,183.6,113.5,184.9,4173.1,10.2,46131770,17.6470124246223
"1681",242359,"60607","NEAR WEST SIDE","Multifamily Housing",330099,1884,1,86,7615973,8456086.4,48.7,99.3,50.5,100.4,1852.9,5.6,16075821.3,16.5928269185402
"1682",242313,"60657","LAKE VIEW","Multifamily Housing",497000,1974,1,83,9219445.8,27995469.6,74.9,117.4,82.3,125.2,3186.3,6.4,37225300,17.4324991956019
"1683",242279,"60611","NEAR NORTH SIDE","Multifamily Housing",228490,1980,1,70,8060628.2,4321474,54.2,130.6,58.7,140.8,1715.3,7.5,12384158,16.3319286331282
"1684",242264,"60660","EDGEWATER","Multifamily Housing",987600,1972,1,52,41197443.4,86143492.4,41.7,131,43.9,137.8,7593.6,7.7,41182920,17.5335341652579
"1685",242238,"60611","NEAR NORTH SIDE","Multifamily Housing",448591,1962,1,28,16911308.5,22926364.4,88.8,172,92.2,173.5,4334.8,9.7,39834880.8,17.5002534884487
"1686",242236,"60608","NEAR WEST SIDE","Multifamily Housing",298652,1927,1,95,5319369.4,11487899.6,56.3,96.3,59.5,100.4,1590.6,5.3,16814107.6,16.637728830086
"1687",242188,"60654","NEAR NORTH SIDE","Multifamily Housing",502000,2001,1,32,15390545.9,33076074.1,96.5,165.5,103,170,4593.6,9.2,48443000,17.6958984070188
"1688",242172,"60611","NEAR NORTH SIDE","Multifamily Housing",253772,1971,1,32,8253153.7,16265778.7,96.6,169.4,104.4,176,2385.2,9.4,24514375.2,17.0147702463058
"1689",242162,"60654","NEAR NORTH SIDE","Multifamily Housing",212000,2003,1,77,4245125.1,12225696.1,77.7,123.4,83.9,130.4,1431.8,6.8,16472400,16.6171968110277
"1690",242148,"60616","NEAR SOUTH SIDE","Multifamily Housing",301111,2006,1,54,9390752.1,16865565.3,87.2,156.7,93,161.3,2626.7,8.7,26256879.2,17.0834385774308
"1691",242048,"60657","LAKE VIEW","Multifamily Housing",683035,1962,1,63,14191432.7,43817597.2,84.9,132.6,92.6,140.7,4943.1,7.2,57989671.5,17.8757754750668
"1692",241989,"60611","NEAR NORTH SIDE","Multifamily Housing",102100,1958,1,28,2526894.8,9459331.3,117.4,175,128.2,183.2,968.2,9.5,11986540,16.2992949115468
"1693",241915,"60611","NEAR NORTH SIDE","Multifamily Housing",558000,1991,1,60,15652468.1,29138091.8,80.3,142.9,87.2,150.2,4432.7,7.9,44807400,17.6178838623162
"1694",241892,"60611","NEAR NORTH SIDE","Multifamily Housing",506955,1991,1,63,10893888.2,29127038.2,78.9,127.8,85.1,131.9,3555.1,7,39998749.5,17.5043587490895
"1695",241873,"60605","LOOP","Multifamily Housing",464164,2007,1,83,9016800.3,17357605.7,56.8,100.3,59.6,101.6,2583.9,5.6,26364515.2,17.0875295427632
"1696",241820,"60601","LOOP","Multifamily Housing",442821,2002,1,1,23957921,33185456.7,129,248.6,137.1,257.1,6178.6,14,57123909,17.860733308528
"1697",241767,"60601","LOOP","Multifamily Housing",801566,2007,1,18,36541496.4,10236635.8,71.1,169.3,NA,NA,NA,NA,56991342.6,17.8584099300527
"1698",241747,"60614","LINCOLN PARK","Multifamily Housing",122200,1972,1,26,5885686.4,2738817.3,70.6,174.8,71.4,175.7,1230.3,10.1,8627320,15.9704444702188
"1699",241550,"60605","NEAR SOUTH SIDE","Multifamily Housing",271348,2004,1,62,7751671.6,12061159.1,73,136.4,76.9,140,2069.4,7.6,19808404,16.8016168500581
"1700",241533,"60661","NEAR WEST SIDE","Multifamily Housing",382715,2009,1,31,14017004.4,4424214.4,48.2,127.1,50.8,134.9,2818.6,7.4,18446863,16.7304048868943
"1701",241410,"60610","NEAR NORTH SIDE","Multifamily Housing",205919,1974,1,93,3794683.1,7420237.1,54.5,95.7,58.1,97.7,1093.6,5.3,11222585.5,16.2334388682325
"1702",241405,"60654","WEST TOWN","Multifamily Housing",292095,1999,1,15,10928987.4,19939156,105.7,189.2,113.1,193.7,3073.5,10.5,30874441.5,17.24543926368
"1703",241377,"60607","LOOP","Multifamily Housing",267196,2002,1,27,9247243.3,15355456.8,92.1,169,98.5,174.8,2520.1,9.4,24608751.6,17.018612693734
"1704",241168,"60613","LAKE VIEW","Multifamily Housing",261137,1959,1,71,2761571.5,21707748.8,93.7,120.5,104.7,132.1,1662,6.4,24468536.9,17.0128986420497
"1705",241042,"60611","NEAR NORTH SIDE","Multifamily Housing",332982,1972,1,21,13162987.6,27031899.3,120.7,209.4,129.6,215.5,3862,11.6,40190927.4,17.509151841551
"1706",241007,"60611","NEAR NORTH SIDE","Multifamily Housing",437074,2005,1,25,15134270.6,18970226.1,78,154.3,84.6,163.4,3797.2,8.7,34091772,17.344566622816
"1707",240959,"60654","NEAR NORTH SIDE","Multifamily Housing",283145,2002,1,19,6301213.4,11749444.3,63.8,113.4,67.6,115.8,1785.5,6.3,18064651,16.7094676032519
"1708",240956,"60601","LOOP","Multifamily Housing",1192576,1974,1,45,37581064.6,41885383.3,66.6,135.8,69.9,139.3,9151.7,7.7,79425561.6,18.1903308089164
"1709",240953,"60654","NEAR NORTH SIDE","Multifamily Housing",307292,2006,1,63,8062255.7,16016680.8,78.4,137.1,84.1,141.5,2336.8,7.6,24091692.8,16.9973776419437
"1710",240842,"60611","NEAR NORTH SIDE","Multifamily Housing",342121,1972,1,30,9665807,23153230.2,95.9,159.8,104.5,167.7,3011.4,8.8,32809403.9,17.3062257365309
"1711",172347,"60642","WEST TOWN","Multifamily Housing",177000,1910,1,96,1575822,10476900,68.1,90.1,72,94.2,846.9,4.8,12053700,16.3048822247114
"1712",172343,"60610","NEAR NORTH SIDE","Retail Store",190487,2013,1,74,10822386.3,3988000.2,77.8,200.4,79.2,198.6,2206.6,11.6,14819888.6,16.5114806609349
"1713",172319,"60612","WEST TOWN","Multifamily Housing",97000,1998,1,96,1411718.4,1872655.3,33.9,66,36.6,68.2,359.7,3.7,3288300,15.0058812718719
"1714",172318,"60622","WEST TOWN","Multifamily Housing",65340,1983,1,50,1573283.4,4180305.4,88.1,142.8,95.2,150.3,512,7.8,5756454,15.5658322180972
"1715",113602,"60610","NEAR NORTH SIDE","Multifamily Housing",97000,1925,1,73,1290660.7,6496734.9,80.3,112.1,87.3,117.4,583,6,7789100,15.8682358784382
"1716",113598,"60610","NEAR NORTH SIDE","Multifamily Housing",88613,1962,1,19,2877534.1,5297648.5,92.3,164.7,97.4,166.8,811.8,9.2,8178979.9,15.9170779942009
"1717",113593,"60610","NEAR NORTH SIDE","Multifamily Housing",110100,1949,1,61,2169977.4,6938299.9,82.7,128.1,89.9,133.6,769.7,7,9105270,16.0243639247404
"1718",113587,"60610","NEAR NORTH SIDE","Multifamily Housing",142528,1970,1,3,6330945.5,6483806.7,89.9,187.2,95.6,195.6,1511.3,10.6,12813267.2,16.3659916920946
"1719",113573,"60610","NEAR NORTH SIDE","Multifamily Housing",138636,1929,1,91,2606218.7,6388863.1,64.9,107.4,70.2,112.4,819.7,5.9,8997476.4,16.0124546959811
"1720",113569,"60610","NEAR NORTH SIDE","Multifamily Housing",181680,1963,1,37,4746286.5,14030064.7,103.3,163.1,112.5,171,1620,8.9,18767544,16.747639552905
"1721",113548,"60610","NEAR NORTH SIDE","Multifamily Housing",67568,1972,1,16,3443369.9,1831512.7,78.1,188.5,84,202.4,732,10.8,5277060.8,15.4788798340194
"1722",113540,"60610","NEAR NORTH SIDE","Multifamily Housing",161500,1964,1,34,7208573.3,1151431.7,51.8,147.6,55.2,157.9,1389.9,8.6,8365700,15.9396505709103
"1723",113509,"60610","NEAR NORTH SIDE","Multifamily Housing",74500,1978,1,4,4185858.7,3335218.3,56.2,176.4,60,188.4,771.5,10.4,4186900,15.2474711612673
"1724",113507,"60610","NEAR NORTH SIDE","Multifamily Housing",151000,1976,1,19,4103516.9,11357923.1,102.4,164.3,110.1,169.3,1359.6,9,15462400,16.5539218284025
"1725",113489,"60610","NEAR NORTH SIDE","Multifamily Housing",102500,1972,1,57,3894473.9,2236529.2,59.8,142.2,61.8,146.1,836.6,8.2,6129500,15.6286237385172
"1726",113487,"60610","NEAR NORTH SIDE","Multifamily Housing",106950,1967,1,87,2730715.7,1924160.4,43.5,99.1,45,100.9,605.5,5.7,4652325,15.3528776526052
"1727",113485,"60610","NEAR NORTH SIDE","Multifamily Housing",77280,1923,1,53,1286439.3,5659579.2,89.9,129.2,97.4,134.8,537.7,7,6947472,15.753888410364
"1728",113474,"60622","WEST TOWN","Multifamily Housing",88776,1935,1,90,1794759.8,3039217.3,54.5,99.4,56.7,99.9,493.3,5.6,4838292,15.3920723238496
"1729",113466,"60605","LOOP","Multifamily Housing",138866,1912,1,97,2266461.9,5024732.3,52.5,89.2,55.4,91,684.6,4.9,7290465,15.8020778879588
"1730",113452,"60605","LOOP","Multifamily Housing",1e+05,2000,1,46,3840158.2,4052437.6,78.9,163.1,83.4,169.4,923.1,9.2,7890000,15.8811066928221
"1731",113414,"60634","DUNNING","Multifamily Housing",62931,1990,1,100,596045,2488646.2,49,71.3,52.2,73.8,242,3.8,3083619,14.9416144651775
"1732",113396,"60660","EDGEWATER","Multifamily Housing",189000,1960,1,61,3134188.1,14276174.4,92.1,131.4,98.9,138.5,1336,7.1,17406900,16.672377237303
"1733",113335,"60616","NEAR SOUTH SIDE","Multifamily Housing",61500,1920,1,81,1706737.7,1714753.8,55.6,116.4,58.8,119.8,405.7,6.6,3419400,15.0449756550511
"1734",113199,"60610","NEAR NORTH SIDE","Multifamily Housing",72000,1977,1,10,3601666.3,1405825.2,69.5,177.6,71.1,182.6,738.5,10.3,5004000,15.4257481505689
"1735",113158,"60616","NEAR SOUTH SIDE","Multifamily Housing",81955,1976,1,72,2062260.6,3907351,72.8,129.1,78.2,133.3,587.7,7.2,5966324,15.6016415503261
"1736",113086,"60607","NEAR WEST SIDE","Multifamily Housing",127900,2005,1,84,3641047.6,3135472.2,53,115.1,54.2,114.9,837.7,6.5,6778700,15.7292959011191
"1737",112954,"60626","ROGERS PARK","Multifamily Housing",62072,1972,1,50,905845.1,5269331.3,99.5,135,106.3,140.9,447.4,7.2,6176164,15.6362079247383
"1738",112834,"60640","EDGEWATER","Multifamily Housing",59000,1950,1,46,1435377.2,3505299.8,83.7,138.8,89.5,142.8,451.6,7.7,4938300,15.4125317003833
"1739",112801,"60660","EDGEWATER","Multifamily Housing",286875,1977,1,97,1984406.2,11170985.4,45.9,62.6,49.1,66,959.1,3.3,13167562.5,16.3932669768634
"1740",112765,"60640","EDGEWATER","Senior Care Community",1742595,2005,1,100,5145589.4,22608500.5,15.9,22.9,17,23.6,2149.3,1.2,27707260.5,17.1372050487256
"1741",112760,"60645","WEST RIDGE","Multifamily Housing",80000,1927,1,67,448367.5,8145299.9,107.4,124.5,118.9,136.8,515.3,6.4,8592000,15.9663420957308
"1742",112724,"60660","WEST RIDGE","Multifamily Housing",57600,1951,1,13,1466904.1,6425899.6,137,197.1,149.1,209.8,611.7,10.6,7891200,15.8812587725121
"1743",112699,"60654","EDGEWATER","Multifamily Housing",70000,1923,1,95,1324002.7,1501243.2,40.4,81.9,41.9,85.8,323.8,4.6,2828000,14.8550803059986
"1744",112698,"60660","EDGEWATER","Multifamily Housing",126456,1959,1,50,1764171.2,11160827.9,102.2,136.5,110.6,144.2,918,7.3,12923803.2,16.3745813783268
"1745",112638,"60612","NEAR WEST SIDE","Prison/Incarceration",611255,1974,1,3,27951104,26267046,88.7,188.7,93,190,6547.1,10.7,54218318.5,17.8085293890124
"1746",112607,"60660","EDGEWATER","Multifamily Housing",102000,1960,1,4,2648554.8,11921799.7,142.8,204.3,152,211.6,1121.4,11,14565600,16.4941731421719
"1747",112530,"60613","UPTOWN","Multifamily Housing",75000,1900,1,87,1548949.1,1923544.8,46.3,91.8,47.3,92.9,388.6,5.2,3472500,15.0603853536106
"1748",112515,"60614","LINCOLN PARK","Multifamily Housing",220319,2006,1,40,9115881.3,13949562.1,104.7,196.4,112.2,204.3,2421.2,11,23067399.3,16.9539308929761
