"","carto_id","h2o_indoorallsources_KGAL","energy_star_score","property_gfa_self_reported_SF","property_id","department","property_name","ghg_emissions_indirect_MTCO2e","ghg_emissions_direct_MTCO2e","total_ghg_emissions_intensity_KGCO2eSF","total_ghg_emissions_MTCO2e","h2o_allsources_KGAL","weather_norm_source_eui_KBTUSF","weather_norm_site_eui_KBTUSF","source_eui_KBTUSF","site_eui_KBTUSF","total_site_energy_KBTU","log_total_site_energy_KBTU"
"307",325,0,0,11310,3935342,"Libraries:","Libraries: 51/056 Granada Hill Library",48.3,10.9,5.4,59.2,115.9,177.2,71.7,178.1,69.1,781521,13.5689973
"308",326,0,0,25846,3935343,"Libraries:","Libraries: 51/070 Pico Union Library #72",67.2,1.6,5.5,68.8,189.7,191.3,62.5,197.2,64.4,1664482.4,14.32502476
"309",327,0,0,13740,3935344,"Libraries:","Libraries: 51/027 West Los Angeles Library",37.4,5.1,3.1,42.5,175.2,101.9,39,105.9,38.4,527616,13.17612403
"310",328,0,0,12700,3935345,"Libraries:","Libraries:  51/067 Porter Ranch Library",42.7,10.6,4.3,53.4,396.3,142.1,58,142.8,56.3,715010,13.48005181
"311",329,0,0,10750,3935346,"Libraries:","Libraries: 51/028 Cypress Park Library",56.3,1.5,5.4,57.8,0,188.2,62.1,192.3,62.9,676175,13.4242072
"312",330,0,0,14961,3935347,"Libraries:","Libraries: 51/016 Brentwood Library",45.1,4.7,4.8,49.8,69.3,158.4,58.5,165.8,58.5,875218.5,13.68222885
"313",331,0,0,12650,3935348,"Libraries:","Libraries: 51/030 Ascot Library",51.1,3.7,5.2,54.8,163.9,185.9,65.4,183.2,62.8,794420,13.58536757
"314",332,0,0,12649,3935349,"Libraries:","Libraries: 51/062 Lake View Terrace Library",38.3,6.4,4.2,44.8,99.2,141,53.8,141.5,52.6,665337.4,13.40804956
"315",333,0,0,12006,3935350,"Libraries:","Libraries: 51/038 Mar Vista Library #38",58.9,13.9,6.1,72.8,247,194.5,80.8,200.3,78.3,940069.8,13.75370941
"316",334,0,0,9072,3935351,"Libraries:","Libraries: 51/014 Vermont Square Library",63.5,10.7,8.8,74.2,154,296,110.1,296,110.1,998827.2,13.81433707
"317",335,0,0,10500,3935352,"Libraries:","Libraries: 51/057 Valley Plaza Library",63.2,17.9,7.7,81,0,241.2,98.1,251.3,101.3,1063650,13.87721695
"318",336,0,0,12500,3935353,"Libraries:","Libraries: 51/071 Westwood Library",76,2.1,6.2,78.1,145.1,206.3,67.8,223.3,73.2,915000,13.72667934
"319",337,0,0,12000,3935354,"Libraries:","Libraries: 51/025 Studio City Library",42.2,0,3.7,42.2,142.2,127.4,40.6,132.9,42.3,507600,13.13744901
"320",338,0,0,11615,3935355,"Libraries:","Libraries: 51/010 Wilmington Library",46,0.5,4.3,46.4,386.6,146,47,154.9,49.9,579588.5,13.27007365
"321",339,0,0,17543,3935356,"Libraries:","Libraries: 51/008 Echo Park Library",75.7,3.9,4.7,79.6,108.9,159.3,54.4,166.3,55.9,980653.7,13.79597467
"322",340,0,0,11626,3935357,"Libraries:","Libraries: 51/053 Pacoima Library",69.4,4.4,6.5,73.8,182.2,220.2,76.4,229.9,78.1,907990.6,13.71898931
"323",341,0,0,13035,3935358,"Libraries:","Libraries: 51/051 Sherman Oaks Library",59.7,7.4,5.5,67.1,486.9,182.8,65.8,189.3,67.9,885076.5,13.69342936
"324",342,0,0,12447,3935359,"Libraries:","Libraries: 51/039 Panarama City Library",68.5,6.2,12.2,74.7,183.6,393.1,140.7,426.4,148.4,1847134.8,14.42914624
"325",343,0,0,12500,3935360,"Libraries:","Libraries: 51/054 Sylmar Library",61.2,6.1,5.7,67.3,166.9,189.9,69.3,197.7,69.4,867500,13.67337079
"326",344,0,0,6503,3935361,"Libraries:","Libraries: 51/029 Wilshire Library",26.3,2.6,4.6,28.8,198.4,154.3,54.7,159.9,56.1,364818.3,12.8071547
"327",345,0,0,12596,3935362,"Libraries:","Libraries: 51/061 Fairfax Library",86.2,1.6,7,87.7,98.1,246.2,80.6,252,81.8,1030352.8,13.84541183
"328",346,0,0,19500,3935363,"Libraries:","Libraries: 51/011 Goldwyn Hollywood Library",113.7,6.4,7.7,120.2,213.3,262,89.3,271.5,91.6,1786200,14.39560102
"329",347,0,0,25418,3935364,"Libraries:","Libraries: 51/066 Mid Valley Library",193.7,83.7,10.9,277.4,198.1,337.5,153.6,340.9,149.8,3807616.4,15.15251393
"330",348,0,0,8780,3935365,"Libraries:","Libraries: 51/042 Robertson Library",58.7,3.7,7.1,62.4,14.8,234.2,81.9,250.2,85,746300,13.52288294
"331",349,0,0,13858,3935366,"Libraries:","Libraries: 51/047 Tarzana Library",78,12.5,7.2,90.5,138.4,233.9,87,245.6,90.8,1258306.4,14.04527725
"332",350,0,0,9953,3935367,"Libraries:","Libraries: 51/036 Los Feliz Library",54.8,7.1,6.2,61.9,488.7,208.1,76.4,213.2,76.8,764390.4,13.54683393
"333",351,0,0,14228,3935368,"Libraries:","Libraries: 51/050 West Valley Library",84.6,14.1,7.2,98.7,316.9,236.3,92.2,243,90.2,1283365.6,14.06499656
"334",352,0,0,12500,3935369,"Libraries:","Libraries: 51/69 Edendale Library",64.8,1.7,6.2,66.5,229.1,214.9,70.4,220.2,72.1,901250,13.71153797
"335",353,0,0,12500,3935370,"Libraries:","Libraries: 51/024 Canoga Park Library",68.4,4.3,5.8,72.6,216.2,194.6,67.6,204.7,69.5,868750,13.67481068
"336",354,0,0,12500,3935371,"Libraries:","Libraries: 51/064 Little Tokyo Library",71.2,2,6.1,73.2,151.4,218.5,71.9,218.2,71.6,895000,13.704579
"337",355,0,0,12500,3935372,"Libraries:","Libraries: 51/060 Chatsworth Library",58.7,2.3,4.9,61,142.8,161,54.2,173.6,57.6,720000,13.48700649
"338",356,0,0,9656,3935373,"Libraries:","Libraries: 51/001 Ben Franklin Library",68.6,1.1,7.2,69.7,208.9,249.3,80.9,259.4,84.1,812069.6,13.60734133
"339",357,0,0,10500,3935374,"Libraries:","Libraries: 51/033 Hyde Park Library",50,0.5,4.8,50.5,176.6,163.3,52.5,173.2,55.7,584850,13.27911068
"340",358,0,0,12342,3935375,"Libraries:","Libraries: 51/017 Jefferson Branch Library",32.2,4,4,36.2,109.1,136.1,49.8,138.4,49.6,612163.2,13.32475419
"341",359,0,0,12362,3935376,"Libraries:","Libraries: 51/058 Woodland Hills Library",65.7,1.3,5.4,67,254.5,186.3,60.6,194.4,63.2,781278.4,13.56868683
"342",360,0,0,14338,3935377,"Libraries:","Libraries: 51/065 Platt Library",67.1,10.9,5.4,78,406.8,180.2,67.6,184.4,68.3,979285.4,13.7945784
"343",361,0,0,25846,3935378,"Libraries:","Libraries: 51/072 Silver Lake Library",76.3,7.8,6.1,84,179.7,207.7,75.6,213.1,75,1938450,14.47739924
"344",362,0,0,14214,3935379,"Libraries:","Libraries: 51/68 Harbor Gateway Library",67.7,4.6,5.1,72.3,298.3,169.7,58.1,178.8,61,867054,13.67285654
"345",363,0,0,12912,3935380,"Libraries:","Libraries:  51/002 Lincoln Heights Library",40,0,3.4,40,381.7,119.4,38,123.1,39.2,506150.4,13.13458914
"346",364,0,0,6227,3935381,"Libraries:","Libraries: 51/026 Angeles Mesa Library",24,3.3,5.2,27.3,311.5,170.9,62.4,178,64.7,402886.9,12.90641116
"347",365,0,0,6401,3935383,"Libraries:","Libraries: 51/018 Malabar Library",24.3,0.3,4.1,24.6,360.7,144.7,46.7,147.7,47.6,304687.6,12.62704227
"348",366,0,0,9126,3935384,"Libraries:","Libraries: 51/048 Felipe De Neve Library",44.5,6.5,5.6,51,12,188.5,70.2,190.6,69.6,635169.6,13.36164733
"349",367,0,0,11166,3935386,"Libraries:","Libraries: 51/022 Palms Rancho Park Library",79.7,9.1,8.5,88.8,160.2,279.9,102.9,291.9,103.9,1160147.4,13.96405762
"350",368,0,0,6180,3935387,"Libraries:","Libraries: 51/044 Atwater Village Library",19.5,3.4,3.9,23,75.4,127.8,48.8,131.2,49.1,303438,12.62293259
"351",369,0,0,43904,3935388,"Libraries:","Libraries: 51/101 Library Maintenance Building",20.3,0,0.5,20.3,190.8,16.7,5.3,16.7,5.3,232691.2,12.35746753
"352",370,0,0,14748,3935389,"Libraries:","Libraries: 51/074 Exposition Park Library",122.7,4.9,8.9,127.5,127.1,309.6,103.5,316.5,105,1548540,14.25282311
"353",371,0,0,12247,3935390,"Libraries:","Libraries: 51/041 Washington Irving Library",45.8,9.9,4.5,55.7,275.4,150.8,60,151.2,58.3,714000.1,13.47863838
"354",372,0,0,10325,3935392,"Libraries:","Libraries: 51/004 Vernon Library",50.9,1.8,5.1,52.6,135.6,175.9,58.3,181.7,60,619500,13.33666798
"355",373,0,0,11850,3935393,"Libraries:","Libraries: 51/020 Cahuenga Library #20",51.4,0.2,4.7,51.7,452.6,166.7,53.4,170.6,54.6,647010,13.38011703
"356",374,0,0,10847,3935394,"Libraries:","Libraries: 51/007 Junipero Serra Library",43.1,3.8,4.3,46.9,741.8,0,0,150.7,52.4,568382.8,13.25055041
"357",375,0,0,11062,3935395,"Libraries:","Libraries: 51/049 Memorial Library",48.6,3.3,4.9,51.8,92.9,168.2,58,172.2,58.7,649339.4,13.38371082
"358",376,0,0,13703,3935396,"Libraries:","Libraries: 51/040 Venice-Abbot Kinney Library",42.8,1,4.3,43.8,530,147.4,48.2,153.9,50.2,687890.6,13.44138509
"359",377,0,0,21376,3935397,"Libraries:","Libraries: 51/037 North Hollywood Library",62.3,0,5.1,62.3,0,178,56.7,184.4,58.7,1254771.2,14.0424638
"360",378,0,0,12500,3935398,"Libraries:","Libraries: 51/ 032 Eagle Rock Library",43.9,2.4,3.8,46.3,75.5,130.1,44.2,134.1,45.2,565000,13.24458101
"361",379,0,0,10500,3935399,"Libraries:","Libraries: 51/021 El Sereno Library",39.3,5.4,4.3,44.7,125,141.4,52.4,145.8,52.9,555450,13.22753388
"362",380,0,0,7050,3935400,"Libraries:","Libraries: 51/012 John C Fremont Library",36,1.3,5.3,37.3,277.4,179.5,59.9,188.3,62.3,439215,12.99274432
"363",381,0,0,14000,3935401,"Libraries:","Libraries: 51/005 Arroyo Seco Library",65.3,4.6,6.9,69.9,133.2,231.1,79.2,240.6,82.3,1152200,13.95718372
"364",382,0,0,14500,3935403,"Libraries:","Libraries: 51/063 China Town Library",89,6.6,6.6,95.6,384.9,224.6,78.6,231.1,79.3,1149850,13.95514206
"365",383,0,0,10500,3935404,"Libraries:","Libraries: 51/055 Playa Vista Library",38.4,1.7,3.8,40,332.6,127.7,42.7,135.4,45.1,473550,13.06801278
"366",384,0,0,38949,3935405,"Libraries:","Libraries: 51/003 Pio Pico Koreatown Library",177.2,8.2,9.3,185.4,230.4,317.1,106.1,328.7,109.8,4276600.2,15.26866891
"367",385,0,0,14050,3935406,"Libraries:","Libraries: 51/013 Westchester Loyola Library",52.4,1.8,8.1,54.2,108.5,275.8,92.2,288.9,95.5,1341775,14.10950392
"368",386,0,0,12500,3935407,"Libraries:","Libraries: 51/031 Will and Arial Durant Library",70,1,5.7,71,245.9,192.9,62.9,204.2,66,825000,13.62313867
"369",387,0,0,10500,3935408,"Libraries:","Libraries: 51/035 Sunland-Tujunga Library",37.8,4,4.2,41.8,54.5,138,50,145.4,51.3,538650,13.19682129
"370",388,0,0,5064,3935409,"Libraries:","Libraries: 51/019 R.L Stevenson Library",17.9,0.2,3.6,18.1,63.9,125.2,40.4,128.7,41.5,210156,12.25560539
"371",389,0,0,10730,3935411,"Libraries:","Libraries: 51/015 Palisades Library",60.3,0.9,5.7,61.3,482.3,206,67.2,205.2,66.4,712472,13.47649589
"372",390,0,0,12500,3935412,"Libraries:","Libraries: 51/059 Northridge Library",70.3,25.5,7.7,95.9,359.4,244.4,107.2,244,103.3,1291250,14.0711213
"373",391,0,0,23596,3935413,"Libraries:","Libraries: 51/009 San Pedro Regional Library",82.3,2.5,12.7,84.8,96,418.9,138.1,453.2,149,3515804,15.07277879
"374",392,0,0,9636,3935414,"Libraries:","Libraries: 51/045 Mark Twain Library",44.8,3,5.1,47.8,85.8,164.2,56.2,177.8,60.6,583941.6,13.27755626
"375",393,0,0,48777,3935422,"Cultural","Cultural Affairs: 19/4 Barnsdall Gallery",85.6,27.6,2.3,113.2,520.3,0,0,74.7,30.9,1507209.3,14.22577035
"376",394,0,0,7259,3935423,"Cultural","Cultural Affairs: 19/38 Lankershim Arts Center",26.6,0,3.7,26.6,39.8,123,39.2,132.4,42.2,306329.8,12.63241758
"377",395,0,0,10766,3935425,"Street","Street Maintenance (BSS): 08/041 Granada Hills Street Maintenance Yard",10.7,4.1,1.4,14.8,459.3,0,0,43.6,18.6,200247.6,12.20730988
"378",396,0,0,11311,3935426,"Street","Street Maintenance (BSS): 08/010  N Hollywood Street Maintenance",37.6,8,4,45.6,0,133.5,52.8,134.2,51.6,583647.6,13.27705266
"379",397,0,0,9445,3935428,"Street","Street Maintenance (BSS): 08/018 Reseda / Woodland hills Street Maintenance Yard",9.9,1.4,1.2,11.2,63.4,40.7,14.8,40.7,14.8,139786,11.84786796
"380",398,0,0,31815,3935430,"Police","Police Department: 9/17  Devonshire Police",254,112.1,11.5,366.1,914.2,357.1,163.3,358.6,158.4,5039496,15.43281664
"381",399,0,0,141472,3935431,"Police","Police Department: 9/68   Mid City Police",371.9,61,3.1,433,1241.9,100.8,37.9,103.7,38.4,5432524.8,15.50791456
"382",400,0,0,72665,3935432,"Police","Police Department: 9/12  North Hollywood Police",313.9,98,6.1,411.9,1728.9,194.7,83.5,195.7,80.4,5842266,15.58062929
"383",401,0,0,61569,3935433,"Police","Police Department: 9/27  EVOC",375.8,65.1,7.2,440.9,708.6,239.6,90.4,241.8,90.3,5559680.7,15.53105124
"384",402,0,0,32921,3935434,"Police","Police Department: 9/9  Pacific Area Police",259.1,90,10.6,349.1,739.1,342.9,153.3,338.8,142.2,4681366.2,15.35910055
"385",404,0,0,32250,3935436,"Police","Police Department: 9/4  Hollywood Police",242.6,89.6,12.6,332.3,609.1,399.2,173.6,401.3,170.5,5498625,15.52000862
"386",405,0,0,138825,3935437,"Police","Police Department: 9/90    Rampart Police",330.5,78.3,2.9,408.8,1950.9,97.4,39.1,97.3,38.1,5289232.5,15.48118371
"387",406,0,0,31917,3935438,"Police","Police Department: 9/19  Southeast Police",294.2,98,12.3,392.2,688.1,371.4,156.8,394.3,164,5234388,15.47076049
"388",407,0,0,29070,3935439,"Police","Police Department: 9/8   Southwest Police",380.6,115.1,17.1,495.7,935.4,556.6,233,552.1,225.4,6552378,15.6953386
"389",408,0,0,29505,3935440,"Police","Police Department: 9/10  West LA Police",300.7,72.5,13.3,373.2,272.6,419.1,166,440.4,172.8,5098464,15.44444988
"390",409,0,0,179000,3935441,"Police","Police Department: 9/44 Metro Detention Center MDC",840.2,0,4.8,840.2,1904.2,172.9,55.1,174.7,55.7,9970300,16.11512123
"391",410,0,0,45691,3935443,"Police","Police Department: 9/13 West Valley Police",438.5,111.6,16.6,550.1,2021.1,542,219.6,544.3,215.5,9846410.5,16.10261753
"392",411,0,0,22400,3935444,"Police","Police Department: 9/42  Metro Bomb Squad",112.1,18.6,5.8,130.8,72.6,190.7,71.2,197.6,73.4,1644160,14.31274017
"393",412,0,0,54278,3935445,"Police","Police Department: 9/3  Hollenbeck Police",433.7,41.4,8.8,475.1,1095.4,0,0,304.2,106.5,5780607,15.57001925
"394",413,0,0,49159,3935446,"Police","Police Department: 9/71  Topanga Police",329.4,0,6.7,329.4,718.3,233,74.2,242.5,77.2,3795074.8,15.14921468
"395",414,0,0,66613,3935447,"Police","Police Department: 9/14  Harbor Police",419.4,74.4,7.4,493.7,3806.4,0,0,249.9,93.6,6234976.8,15.64568542
"396",415,0,0,298000,3935448,"Police","Police Department: 9/93  Police Motor transport",379.1,9.2,1.3,388.2,810.1,46.7,15.3,46.6,15.2,4529600,15.32614419
"397",416,0,0,42153,3935449,"Police","Police Department: 9/2 Northeast Police",263.5,21.7,6.8,285.2,573.6,230.7,81,236.4,81.7,3443900.1,15.05211514
"398",417,0,0,39110,3935450,"Police","Police Department: 9/6  Newton Area Police",329.1,81.2,10.5,410.4,1168.4,343,137,345.6,136.1,5322871,15.48752338
"399",419,0,0,30344,3935452,"Police","Police Department: 9/11  Wilshire Police",178.2,38.7,7.1,216.8,2199,236.1,92.6,237.7,91.7,2782544.8,14.83887646
"400",420,0,0,14816,3935453,"Police","Police Department: 9/53 Equestrian Center",25.6,2.7,1.9,28.3,363.4,65.3,23.2,66.1,23.3,345212.8,12.75191632
"401",421,0,0,176336,3935454,"Police","Police Department: 9/26  Recruit Training  Center    ARTC",561.6,87.7,3.7,649.2,2364.9,124.3,46.9,125.1,46.1,8129089.6,15.91095949
"402",422,0,0,47289,3935455,"Animal","Animal Services: 7/8 Northeast Valley Animal Sheter",157.5,0,3.3,157.5,1896.1,116.6,37.1,120.5,38.4,1815897.6,14.41209045
"403",423,0,0,23063,3935457,"Animal","Animal Services: 7/2 West LA Animal Care",128.3,71.3,8.7,199.6,1264.1,260.7,131.2,262.5,122.3,2820604.9,14.85246192
"404",424,0,0,51730,3935458,"Animal","Animal Services: 7/7 East Valley Animal Shelter",156.5,105.8,5.1,262.4,2231,150.9,78,149.9,73.4,3796982,15.1497171
"405",425,0,0,40394,3935459,"Animal","Animal Services: 7/6 West Valley Animal Shelter",174.7,110.7,9.3,285.4,2351,281.4,145.1,278.7,134.2,5420874.8,15.50576776
"406",426,0,0,44500,3935461,"Animal","Animal Services: 7/1 North Central Animal Shelter",111.6,97.3,5.5,208.8,6704.1,163.2,88.9,157.8,82.5,3671250,15.11604276
"407",427,0,0,13784,3935463,"Animal","Animal Services: 7/4 Harbor Animal Care",104.3,47.9,11,152.2,1719.6,348.9,165.1,342.6,152.6,2103438.4,14.5590839
"408",428,0,0,124297,3935464,"Sanitation:","Sanitation: 21/14  East Valley Solid Waste Resources facility",510.8,267.3,7.9,778.1,3558.9,253.9,124.2,242.5,111.4,13846685.8,16.44355647
"409",431,0,0,19573,3935467,"Sanitation:","Sanitation: 21/32  Gaffey St Yard",66,12.5,16.6,78.5,8108.5,0,0,558.6,211,4129903,15.23376448
"410",432,0,0,11267,3935468,"Sanitation:","Sanitation: 20/3   Western District",156.3,30.3,16.6,186.6,578.9,562.3,223.9,555.1,210.5,2371703.5,14.67911903
"411",433,0,0,17787,3935470,"Sanitation:","Sanitation: 21/1  North District Sewer Maintenance Yard",113,28.2,7.9,141.2,496.8,262,107.9,261.2,103.1,1833839.7,14.42192252
"412",434,0,0,25121,3935471,"Sanitation:","Sanitation: 21/36 San Fernando Rd. Consolidated Facility",290.2,160,17.9,450.2,787.9,564.5,272.6,543.9,253.1,6358125.1,15.6652441
"413",440,0,32,16500,3935479,"Municipal:","Municipal: 1/20  West Valley Municipal",53.7,12.7,5.7,66.4,115.8,0,0,187.5,73.3,1209450,14.00567627
"414",448,0,0,34279,3935490,"DOT:","DOT: 63/41 Western Parking Enforcement office",110,39.6,4.4,149.6,275.1,131.4,56.3,139,58.7,2012177.3,14.51472793
"415",449,0,0,20393,3935492,"DOT:","DOT: 63/21 Western District Traffic Yard",26.3,2,1.4,28.3,80.4,0,0,48.6,16.7,340563.1,12.7383557
"416",450,0,0,170562,3935493,"DOT:","DOT: 63/15 Hollywood Area DOT",415.2,126.7,3.2,541.9,856,101.3,41.6,102.8,42,7163604,15.78452376
"417",451,0,0,17466,3935494,"DOT:","DOT: 1/24A Commercial St Traffic Yard",18.3,8.2,1.5,26.5,3,0,0,47.2,20.9,365039.4,12.80776057
"418",453,0,0,40165,3935496,"DOT:","DOT: 63/23 South Area Parking Management",32.1,2.7,5.1,34.8,113.6,171.2,59.5,178.6,61.8,2482197,14.72465461
"419",430,0,0,3723,3935466,"Municipal","City of LA - removed properties: Lopez Canyon Landfill 20/19",75.7,0,20.3,75.7,12601.7,732.9,233.4,736.1,234.4,872671.2,13.67931413
"420",436,0,13,55251,3935474,"Municipal","Municipal: 1/5  Van  Nuys Municipal",302.4,64,9.1,366.5,874.9,300.3,119.3,302.7,116.3,6425691.3,15.67581478
"421",445,0,10,9957,3935487,"Municipal","Municipal: 1/22  Westchester Municipal",42.3,36.8,7.9,79.1,44.2,0,0,226.9,118.6,1180900.2,13.98178759
"422",439,0,45,36162,3935478,"Municipal","Municipal: 1/46  Sawtelle Various City",121.3,0,4.8,121.3,117.4,164.6,52.4,173.9,55.4,2003374.8,14.51034372
"423",438,0,36,53760,3935477,"Municipal","Municipal: 1/8   West L.A. Municipal",112.7,13.3,5.5,126.1,241.1,177.5,63.8,188.5,67.3,3618048,15.10144521
"424",437,0,90,14391,3935476,"Municipal","Municipal: 1/7  Watts Municipal",30.2,4.2,2.4,34.5,38.8,82.8,30.6,81.9,29.8,428851.8,12.96886668
"425",446,0,90,10674,3935488,"Municipal","Municipal: 1/4  Sunland Tujnga Municipal",19.9,8.2,2.6,28.2,0,82,38.6,82.8,36,384264,12.8590851
"426",442,0,44,125179,3935484,"Municipal","Municipal: 1/96  Braude Building",737.8,178.6,7.3,916.4,3098.1,237.9,94.8,241.5,94.8,11866969.2,16.2892694
"427",441,0,91,9639,3935482,"Municipal","Municipal: 1/99  Wilmington Municipal",19.4,1.8,2.2,21.2,41.3,71,25,76.7,26.8,258325.2,12.46197454
"428",447,0,0,14960,3935489,"Municipal","Municipal: 1/19  Constituent Service Ctr So Central",71.6,44.6,11.3,116.2,0,323.2,157.3,338.1,162.1,2425016,14.70134868
"429",444,0,1,25190,3935486,"Municipal","Municipal: 1/13  Hollywood Municipal",148,85.5,14.2,233.5,160.9,415.4,199.2,428,201.4,5073266,15.43949535
"430",443,0,76,92920,3935485,"Municipal","Municipal: 1/3  San Pedro Municipal",306.1,43.7,3.8,349.8,0,122.8,45.6,128.5,46.8,4348656,15.28537739
"431",454,0,0,45789,3935497,"GSD","GSD Facilities: 1/72 North Hollywood Repair facility",370.1,179,20.5,549.1,161.7,630.8,284.4,630.8,284.4,13022391.6,16.38218086
"432",455,0,0,14832,3935498,"GSD","GSD Facilities: 1/17 GSD North District Maintenance  1/17",86.9,24,10.7,110.9,373.9,347.4,146.3,348,139.7,2072030.4,14.54403955
"433",456,0,0,25794,3935499,"GSD","GSD Facilities: 1/111  Standards Test Labs",281.2,38.3,12.4,319.5,325.3,420.2,155.7,423.9,153.6,3961958.4,15.19224901
"434",458,0,0,34424,3935501,"GSD","GSD Facilities: 1/76 Central refuse equipment repair yard",159.8,93.7,7.4,253.5,110.2,229.6,112.2,221.8,104.8,3607635.2,15.09856305
"435",460,0,0,19076,3935503,"GSD","GSD Facilities: 1/47 36th St Building Maintenance  yard",35.5,2.5,7.8,38,184,276.2,95.6,274.9,94.1,1795051.6,14.40054433
"436",461,0,0,40165,3935504,"DOT:","DOT: 1/39 DOT facility",76.5,10.3,2.2,86.9,0,0,0,74,26.8,1076422,13.88915314
"437",462,0,0,6000,3935506,"Residence:","Residence: Getty House (30/3)",16.9,7,4,23.9,555.4,126.3,57.4,124.8,54.4,326400,12.6958789
"438",463,0,0,54000,3976344,"Police","Police Department: 9/41  North Valley Police",475.5,131.7,11.2,607.2,0,358.7,147.6,366.9,147.4,7959600,15.88988931
"439",464,0,0,118664,3991362,"Personnel","Personnel Department: Personnel building #27/8/* City Personnel",630.9,75.7,6,706.7,2731.1,201.2,72.7,205,73.3,8698071.2,15.97861186
"440",465,0,100,20000,3991363,"Personnel","Personnel Department:  Personnel Medical Svc Div  27/02",111.5,36.6,7.4,148.2,113.7,233.7,99.1,238,98.8,1976000,14.49658516
"441",466,0,0,30886,3991364,"Street","Street Lighting (BSL): 12/1  Street Lighting Field HQ",68.8,4.3,2.4,73.1,323.1,81.6,28.1,83.3,28.3,874073.8,13.68092009
"442",467,0,0,17000,3991366,"CDD:","CDD: CDD  47/88",65.1,2.6,4,67.7,649.8,137.8,46.6,141.6,47,799000,13.59111622
"443",468,0,0,30000,4943343,"Animal","Animal Services: 7/9 South LA Animal Shelter  / Chesterfield Square",258,95.3,11.8,353.3,4231.9,390.8,174.9,374.1,158.9,4767000,15.37722773
"444",452,0,0,38810,3935495,"Municipal","City of LA - removed properties: 63/26  Parking Facilities Division",28.2,0,0.7,28.2,1538.5,26.3,8.4,26.3,8.4,326004,12.69466493
"445",225,0,0,38810,3935495,"Municipal","City of LA - removed properties: 63/26  Parking Facilities Division",32.1,0,0.8,32.1,1479.9,30,9.5,30,9.5,368695,12.81772502
"446",418,0,0,21332,3935451,"Municipal","LA Buildings - not tracked: Police #34",36.8,0,1.7,36.8,0,64.8,20.6,62.5,19.9,424506.8,12.9586833
"447",208,0,84,14391,3935476,"Municipal","Municipal: 1/7  Watts Municipal",35.4,3.8,2.7,39.1,155.3,94.8,34,94.1,33.2,477781.2,13.07690817
"448",209,0,27,53760,3935477,"Municipal","Municipal: 1/8   West L.A. Municipal",106.6,47.3,6.7,154,302.3,208.1,92,208.1,92,4945920,15.41407355
"449",207,0,13,55251,3935474,"Municipal","Municipal: 1/5  Van  Nuys Municipal",311.8,40.4,8.7,352.2,730.1,288.5,107.3,299.5,107.9,5961582.9,15.60084659
"450",206,0,26,73815,3935473,"Municipal","Municipal: 1/11   City Hall South",477.5,151.8,8.5,629.3,3862,272.7,114.5,274.7,113.3,8363239.5,15.93935641
"451",214,0,35,125179,3935484,"Municipal","Municipal: 1/96  Braude Building",792.1,215,8,1007,4002.5,0,0,262.9,105.3,13181348.7,16.39431341
