"","pid","dc_real_pid","pm_pid","property_name","pm_parent_pid","parent_property_name","year_ending","report_status","address_of_record","owner_of_record","ward","reported_address","city","state","postal_code","year_built","primary_ptype_self","primary_ptype_epa","tax_record_floor_area","reported_gross_floor_area","energy_star_score","site_eui","weather_norm_site_eui","source_eui","weather_norm_source_eui","total_ghg_emissions","total_ghg_emissions_intensity","water_use","electricity_use","natural_gas_use","fuel_use","district_water_use","metered_areas_energy","metered_areas_water","latitude","longitude","total_site_energy_KBTU","log_total_site_energy_KBTU","address_reform","x","lat","lon","score"
"755","PM03529495","0429_0838","3529495","Portrait Building","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","701 8TH ST NW","REGENCY PORTRAIT LLC","2","701 8th Street NW","Washington","DC",2,2005,"Office","Office",111026,149062,91,340,330,227,214,746.3,5,2615.6,1907396,NA,NA,NA,"Whole Building","",38.89900852,-77.0226566,50681080,17.7410632233717,"701 8th Street NW, WASHINGTON, DC","701 8th Street NW, WASHINGTON, DC",38.8991251778858,-77.0228727442809,100
"756","PM03531245","0289_0831","3531245","1200 G Street NW","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1200 G ST NW","12TH & G STREETS ASSOCIATES","2","1200 G Street NW","Washington","DC",10,1991,"Office","Office",269751,196325,73,614,603,687,676,1580.3,8,5283.9,3895997,10514.05669,NA,NA,"Whole Building","",38.89817806,-77.02826648,120543550,18.6075216563902,"1200 G Street NW, WASHINGTON, DC","1200 G Street NW, WASHINGTON, DC",38.8982399158405,-77.0281305667714,100
"757","PM03411353","Not Available","3411353","McKinley Technology High/McKinley Middle Schooll","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","151 T STREET NE","GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES",NA,"151 T STREET NE","Washington","DC",5,1928,"K-12 School","K-12 School",285822,285822,34,676,677,493,493,1979.5,6.9,NA,3877858,96339.00395,NA,NA,"Whole Building","",38.91522012,-77.00412244,193215672,19.0793175944652,"151 T STREET NE, WASHINGTON, DC","151 T STREET NE, WASHINGTON, DC",38.915522799139,-77.0050740629169,100
"758","PM03411357","Not Available","3411357","DPW Vehicle Maintenance Facility 2","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1833 WEST VIRGINIA AVENUE NE","GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES",NA,"1833 WEST VIRGINIA AVENUE NE","Washington","DC",5,1000,"Repair Services (Vehicle Shoe Locksmith etc.)","Other - Services",134114,134114,NA,150,152,732,736,1337.7,10,NA,1341426,156252.9997,NA,NA,"Whole Building","",38.91099735,-76.98345369,20117100,16.8170807576185,"1833 WEST VIRGINIA AVENUE NE, WASHINGTON, DC","1833 WEST VIRGINIA AVENUE NE, WASHINGTON, DC",38.9108242830154,-76.9851990762755,100
"759","PM03411361","Not Available","3411361","Fort Totten Maintenance Garage","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","4900 BATES ROAD NE","GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES",NA,"4900 BATES ROAD NE","Washington","DC",23,1000,"Other","Other",31926,31926,NA,737,739,848,838,311.9,9.8,NA,824041,NA,NA,NA,"Whole Building","",38.89347253,-76.9312307,23529462,16.9737638960138,"4900 BATES ROAD NE, WASHINGTON, DC","4900 BATES ROAD NE, WASHINGTON, DC",NA,NA,0
"760","PM03411842","Not Available","3411842","House of Ruth - Reunified Families","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","651 10TH STREET NE","GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES",NA,"651 10TH STREET NE","Washington","DC",5,1889,"Residence Hall/Dormitory","Other - Lodging/Residential",18340,18340,NA,59,84,564,605,146.8,8,NA,196563,13622.99916,NA,NA,"Whole Building","",38.89866936,-76.99237413,1082060,13.8943771897162,"651 10TH STREET NE, WASHINGTON, DC","651 10TH STREET NE, WASHINGTON, DC",38.8981388266466,-76.9925552302389,100
"761","PM03411855","Not Available","3411855","DCFEMS Training Academy","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","4600 SHEPHERD PARKWAY SW","GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES",NA,"4600 SHEPHERD PARKWAY SW","Washington","DC",37,1000,"Other - Public Services","Other - Public Services",23918,23918,NA,521,519,435,420,149.9,6.3,NA,351077,3206.000336,NA,NA,"Whole Building","",38.82053486,-77.01608052,12461278,16.3381366342821,"4600 SHEPHERD PARKWAY SW, WASHINGTON, DC","4600 SHEPHERD PARKWAY SW, WASHINGTON, DC",38.8223544524971,-77.0160596459351,100
"762","PM03533286","2035_0004","3533286","Ellicott House","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","4849 CONNECTICUT AVE NW","ELLICOTT OWNER LLC","3","4849 Connecticut Ave NW","Washington","DC",18,1972,"Multifamily Housing","Multifamily Housing",319415,206304,15,697,706,321,325,1312.1,6.4,14144,1936527,104378.497,NA,NA,"Whole Building","Whole Building",38.95290607,-77.06819533,143793888,18.7838914988709,"4849 Connecticut Ave NW, WASHINGTON, DC","4849 Connecticut Ave NW, WASHINGTON, DC",38.9526880974788,-77.0683422501939,100
"763","PM03412017","Not Available","3412017","King Greenleaf Rec Ctr","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","201 N STREET SW","GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES",NA,"201 N STREET SW","Washington","DC",35,2005,"Other - Recreation","Other - Recreation",16500,16500,NA,101,111,839,839,173.6,10.5,NA,333931,8891.999502,NA,NA,"Whole Building","",38.87501614,-77.01279251,1666500,14.3262361767299,"201 N STREET SW, WASHINGTON, DC","201 N STREET SW, WASHINGTON, DC",38.8747617684419,-77.0124530497677,100
"764","PM03412032","Not Available","3412032","Chevy Chase Library","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","5625 CONNECTICUT AVENUE NW","GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES",NA,"5625 CONNECTICUT AVENUE NW","Washington","DC",26,1000,"Library","Library",24618,24618,NA,44,50,691,685,213,8.7,NA,368602,13840.99891,NA,NA,"Whole Building","",38.96556949,-77.07545672,1083192,13.8954227955885,"5625 CONNECTICUT AVENUE NW, WASHINGTON, DC","5625 CONNECTICUT AVENUE NW, WASHINGTON, DC",38.9651582687402,-77.0756391217473,100
"765","PM03540180","7898536; 6889946","3540180","200 I Street SE","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","200 I St SE","GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES",NA,"200 I St SE","Washington","DC",8,2010,"Office","Office",350000,350000,75,505,502,557,553,2373.9,6.8,NA,6215051,4056.000067,NA,NA,"Whole Building","Whole Building",38.87961548,-77.00282012,176750000,18.990246862741,"200 I St SE, WASHINGTON, DC","200 I St SE, WASHINGTON, DC",38.8793422647348,-77.0034808950265,100
"766","PM03412088","Not Available","3412088","Engine Company #6","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1300 NEW JERSEY AVENUE NW","GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES",NA,"1300 NEW JERSEY AVENUE NW","Washington","DC",2,1973,"Other - Public Services","Fire Station",18432,18432,NA,81,100,747,755,170.3,9.2,NA,282731,11907.99985,NA,NA,"Whole Building","",38.90769091,-77.01607757,1492992,14.2162927181681,"1300 NEW JERSEY AVENUE NW, WASHINGTON, DC","1300 NEW JERSEY AVENUE NW, WASHINGTON, DC",38.9072538243057,-77.0155175400017,100
"767","PM03412118","Not Available","3412118","Engine Company #4","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","2531 SHERMAN AVENUE NW","GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES",NA,"2531 SHERMAN AVENUE NW","Washington","DC",2,1000,"Other - Public Services","Fire Station",19315,19315,NA,50,60,701,696,168.7,8.7,NA,288917,11173.99982,NA,NA,"Whole Building","",38.92339689,-77.02502519,965750,13.7806602805285,"2531 SHERMAN AVENUE NW, WASHINGTON, DC","2531 SHERMAN AVENUE NW, WASHINGTON, DC",38.9232276157629,-77.0253144279177,100
"768","PM03412129","Not Available","3412129","Department of Behavioral Health Pharmacy","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","35 K STREET NE","GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES",NA,"35 K STREET NE","Washington","DC",5,2002,"Other - Public Services","Other",30000,30000,NA,463,454,482,483,190.4,6.3,NA,503135,0,NA,NA,"Whole Building","",38.90210708,-77.00699367,13890000,16.4466797147305,"35 K STREET NE, WASHINGTON, DC","35 K STREET NE, WASHINGTON, DC",38.9024482393958,-77.0078858904207,100
"769","PM03412137","Not Available","3412137","Transportation Equipment Center","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1325 S STREET NW","GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES",NA,"1325 S STREET NW","Washington","DC",20,1000,"Other - Public Services","Other",33000,33000,NA,511,523,284,287,183.1,5.5,NA,372639,7920.999918,NA,NA,"Whole Building","",38.91450122,-77.03050588,16863000,16.6406324306523,"1325 S STREET NW, WASHINGTON, DC","1325 S STREET NW, WASHINGTON, DC",38.9141900011687,-77.0301984957632,100
"770","PM03540220","0282_0044","3540220","Cambridge Apartments","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1221 MASSACHUSETTS AVE NW","CAMBRIDGE APARTMENTS LIMITED PARTNERSHIP","2","1221 Massachusetts Ave NW","Washington","DC",10,1964,"Multifamily Housing","Multifamily Housing",177359,177359,44,541,543,165,158,920.6,5.2,8452.3,1443415,66994.47147,NA,NA,"Whole Building","Whole Building",38.90497814,-77.02901029,95951219,18.3793504848709,"1221 Massachusetts Ave NW, WASHINGTON, DC","1221 Massachusetts Ave NW, WASHINGTON, DC",38.9047972829693,-77.0293268440578,100
"771","PM03540346","0096_0814","3540346","Bristol House","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1400 20TH ST NW","BRISTOL ASSOCIATES","2","1400 20th Street NW","Washington","DC",38,1963,"Multifamily Housing","Multifamily Housing",158375,158375,72,401,401,25,19,655.8,4.1,5691.8,1092302,43006.1641,NA,NA,"Whole Building","Whole Building",38.90899894,-77.04515044,63508375,17.96668234493,"1400 20th Street NW, WASHINGTON, DC","1400 20th Street NW, WASHINGTON, DC",38.9085819745795,-77.0449184218469,100
"772","PM03540396","2589_0847","3540396","Harvard Hall","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1650 HARVARD ST NW","HARVARD HALL LIMITED LIABILITY COMPANY","1","1650 Harvard Street NW","Washington","DC",20,1929,"Multifamily Housing","Multifamily Housing",174979,174971,68,581,600,41,48,814.5,4.7,4777.1,790905.3,95088.30002,NA,NA,"Whole Building","Whole Building",38.92691463,-77.03992289,101658151,18.4371262817397,"1650 Harvard Street NW, WASHINGTON, DC","1650 Harvard Street NW, WASHINGTON, DC",38.9271514999429,-77.0390813172482,100
"773","PM03540424","0211_0041","3540424","Windsor House","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1444 RHODE ISLAND AVE NW","WINDSOR ASSOCIATES IV LP","2","1444 Rhode Island Ave NW","Washington","DC",10,1963,"Multifamily Housing","Multifamily Housing",139901,139901,57,501,499,83,73,659.6,4.7,5450.5,975605.9,52305.98539,NA,NA,"Whole Building","Whole Building",38.9078593,-77.03362613,70090401,18.0652964096757,"1444 Rhode Island Ave NW, WASHINGTON, DC","1444 Rhode Island Ave NW, WASHINGTON, DC",38.9083754650567,-77.0331239184333,100
"774","PM03541006","2689_0861","3541006","Cromwell","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1515 OGDEN ST NW","1515 ODGEN STREET LP","1","1515 Ogden Street NW","Washington","DC",22,1949,"Multifamily Housing","Multifamily Housing",156639,156632,45,635,621,140,126,829,5.3,13158.8,965311.3,84965.92074,NA,NA,"Whole Building","Whole Building",38.93606643,-77.03489698,99461320,18.4152793828298,"1515 Ogden Street NW, WASHINGTON, DC","1515 Ogden Street NW, WASHINGTON, DC",38.9355165133775,-77.03480688363,100
"775","PM03541143","0211_0852","3541143","Miramar Apartments","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1301 15TH ST NW","MORRIS & GWENDOLYN CAFRITZ FOUNDATION","2","1301 15th Street NW","Washington","DC",10,1936,"Multifamily Housing","Multifamily Housing",118512,118512,8,99,110,418,447,910.6,7.7,5005.7,668811.6,122163.8985,NA,NA,"Whole Building","Whole Building",38.9074987,-77.0342433,11732688,16.2778893503877,"1301 15th Street NW, WASHINGTON, DC","1301 15th Street NW, WASHINGTON, DC",38.9073040928107,-77.0344957343898,100
"776","PM03541282","2608_1039","3541282","Majestic Apartments","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","3200 16TH ST NW","MORRIS AND GWENDOLYN CAFRITZ FOUNDATION","1","3200 16th Street NW","Washington","DC",22,1938,"Multifamily Housing","Multifamily Housing",126238,126238,45,699,716,141,153,690.2,5.5,5369.9,642583,82611.47738,NA,NA,"Whole Building","Whole Building",38.93101931,-77.03704558,88240362,18.295575035349,"3200 16th Street NW, WASHINGTON, DC","3200 16th Street NW, WASHINGTON, DC",38.9304766748597,-77.036534759171,100
"777","PM03542046","2571_0104","3542046","The Envoy","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","2400 16TH ST NW","ENVOY ASSOCIATES LTD PTSP","1","2400 16th Street NW","Washington","DC",20,1918,"Multifamily Housing","Multifamily Housing",276099,276092,77,283,289,1117,1104,1028.4,3.7,14197.6,2316778,22939.59728,NA,NA,"Whole Building","Whole Building",38.92117849,-77.03691453,78134036,18.1739363201326,"2400 16th Street NW, WASHINGTON, DC","2400 16th Street NW, WASHINGTON, DC",38.9209932330523,-77.0365431300606,100
"778","PM03542092","2572_0815","3542092","Dorchester House Apartments","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","2480 16TH ST NW","DORCHESTER HOUSE ASSOCIATES LLC","1","2480 16th Street","Washington","DC",20,1941,"Multifamily Housing","Multifamily Housing",439502,439502,93,303,296,1038,1022,1422.3,3.2,5879.1,2437631,88206.42724,NA,NA,"Whole Building","Whole Building",38.92303223,-77.03739409,133169106,18.7071303522321,"2480 16th Street, WASHINGTON, DC","2480 16th Street, WASHINGTON, DC",38.9227791877104,-77.0365131187846,90.97
"779","PM03551424","0072_0075","3551424","02273 - 2100 M Street NW","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","2100 M ST NW","LIBERTY 2100 M STREET LP","2","2100 M Street NW","Washington","DC",40,1969,"Office","Office",376487,286773,73,449,443,442,446,1811.6,6.3,3434.9,4588425,3052.901885,NA,NA,"Whole Building","Whole Building",38.90487202,-77.0470064,128761077,18.6734691287588,"2100 M Street NW, WASHINGTON, DC","2100 M Street NW, WASHINGTON, DC",38.9055746857243,-77.0466270680839,100
"780","PM03568865","0016_0884","3568865","The River Inn","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","0924 25TH ST NW","ALAMAC INC","2","924 25th Street N.W.","Washington","DC",40,1956,"Other","Hotel",85052,76179,42,103,101,713,686,711.3,9.3,6232.2,1007960,59658.84909,NA,NA,"Whole Building","Whole Building",38.9014791,-77.0533226,7846437,15.8755701013711,"924 25th Street N.W., WASHINGTON, DC","924 25th Street N.W., WASHINGTON, DC",38.9012848305316,-77.0533177462162,89.75
"781","PM03412177","Not Available","3412177","Engine Company #33","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","101 ATLANTIC STREET SE","GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES",NA,"101 ATLANTIC STREET SE","Washington","DC",37,1908,"Other - Public Services","Fire Station",15000,15000,NA,766,763,660,633,121.1,8.1,NA,245329,5309.000303,NA,NA,"Whole Building","",38.83089533,-77.00514742,11490000,16.2569876498249,"101 ATLANTIC STREET SE, WASHINGTON, DC","101 ATLANTIC STREET SE, WASHINGTON, DC",38.8311356469936,-77.0057755664884,100
"782","PM03619434","1321_0815","3619434","Georgetown University","3619434","Georgetown University","12/31/2016","In Compliance","3700 O ST NW","THE PRESIDENT AND DIRECTORS OF GEORGETOWN COLLEGE","2","3700 O St NW","Washington","DC",44,1789,"College/University","College/University",80094,5634890,NA,134,136,878,863,64992.5,11.5,218748.7,120743000,7269108.93,12753715.6,-368526829.1,"Whole Building","Whole Building",38.9076708,-77.0715752,755075260,20.4423279843646,"3700 O St NW, WASHINGTON, DC","3700 O St NW, WASHINGTON, DC",38.9076289009541,-77.0724257910167,100
"783","PM03412187","Not Available","3412187","Adam's Place Emergency Shelter","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","2210 ADAMS PLACE NE","GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES",NA,"2210 ADAMS PLACE NE","Washington","DC",31,1000,"Other - Lodging/Residential","Other - Lodging/Residential",12546,12546,NA,176,180,874,867,157.3,12.5,NA,174674,17175.99834,NA,NA,"Whole Building","",38.91962229,-76.97487627,2208096,14.6076411636948,"2210 ADAMS PLACE NE, WASHINGTON, DC","2210 ADAMS PLACE NE, WASHINGTON, DC",38.9197674858818,-76.9735781698958,100
"784","PM03619488","28771030;30720052;30750807","3619488","Howard University Hospital Complex","3619488","Howard University Hospital Complex","12/31/2016","Data under review by DOEE","401 V ST NW; 2041 - 2121 GEORGIA AV NW","HOWARD UNIVERSITY","1","2041 Georgia Avenue NW","Washington","DC",45,1975,"Hospital (General Medical & Surgical)","Hospital (General Medical & Surgical)",1427564,712485,67,128,121,951,934,10978.6,15.4,10730.1,28057700,0,NA,NA,"Whole Building","Whole Building",38.9175229,-77.0199887,91198080,18.3285444021914,"2041 Georgia Avenue NW, WASHINGTON, DC","2041 Georgia Avenue NW, WASHINGTON, DC",38.9167826620913,-77.0218016697105,100
"785","PM03622119","0281_0049","3622119","King Housing LLC","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1220 12TH ST NW","KING HOUSING LLC","2","1220 12th street nw","Washington","DC",10,1975,"Multifamily Housing","Multifamily Housing",128167,128560,94,433,439,1091,1087,511.8,4,6322.8,677050,46473.00383,NA,NA,"Whole Building","Whole Building",38.90627998,-77.02846272,55666480,17.8348887284139,"1220 12th street nw, WASHINGTON, DC","1220 12th street nw, WASHINGTON, DC",38.9060747915195,-77.0281834514043,100
"786","PM03622132","0528_2871","3622132","Madrigal Lofts - Whole Building","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","0811 4TH ST NW","MADRIGAL LOFTS CONDOMINIUM","6","811 4th Street NW","Washington","DC",2,2007,"Multifamily Housing","Multifamily Housing",208767,208767,35,526,534,458,465,1377.4,6.6,9157.2,3176345,25323.39022,NA,NA,"Whole Building","Whole Building",38.9009511,-77.0157111,109811442,18.5142752892607,"811 4th Street NW, WASHINGTON, DC","811 4th Street NW, WASHINGTON, DC",38.8999758762868,-77.0161108056683,100
"787","PM03625087","2541_0806","3625087","The Park Crest","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","2308 ASHMEAD PL NW","PARK CREST LLC","1","2070 Belmont Rd NW","Washington","DC",20,1925,"Multifamily Housing","Multifamily Housing",58177,50000,75,455,454,15,14,210.6,4.2,2176.3,291317.2,18198.1174,NA,NA,"Whole Building","Whole Building",38.91947455,-77.04847305,22750000,16.9400757033612,"2070 Belmont Rd NW, WASHINGTON, DC","2070 Belmont Rd NW, WASHINGTON, DC",38.9204986976579,-77.0478013938185,100
"788","PM03619481","00790061;00790063;00790064;00790065;007900853;00790854;00790862","3619481","Gelman Library Group","3619481","Gelman Library Group","12/31/2016","In Compliance","714 21ST ST NW; 2130 H ST NW","GEORGE WASHINGTON UNIVERSITY","2","2130 H St NW","Washington","DC",43,1965,"Library","Library",71718,464993,NA,739,752,711,713,3971.5,8.5,9798.4,8510208,120786.1244,NA,NA,"Whole Building","Whole Building",38.89920032,-77.04841947,343629827,19.6550755516409,"2130 H St NW, WASHINGTON, DC","2130 H St NW, WASHINGTON, DC",38.8994786492214,-77.0476516989659,100
"789","PM03628787","1601_2424","3628787","Sutton Towers Condominiums","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","3101 NEW MEXICO AVE NW","SUTTON TOWERS CONDO","3","3101 New Mexico Avenue NW #200","Washington","DC",27,1980,"Multifamily Housing","Multifamily Housing",255301,255301,73,284,283,97,96,1084.3,4.2,306190.4,2771106,NA,NA,NA,"Whole Building","Whole Building",38.9325798,-77.0848915,72505484,18.0991727583435,"3101 New Mexico Avenue NW #200, WASHINGTON, DC","3101 New Mexico Avenue NW #200, WASHINGTON, DC",NA,NA,NA
"790","PM03630297","3088_0835","3630297","Slowe Hall","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1919 3RD ST NW","HOWARD UNIVERSITY (LAND ONLY)","1","1919 3rd St NW","Washington","DC",45,1942,"Residence Hall/Dormitory","Residence Hall/Dormitory",87251,93711,78,500,506,124,133,459,4.9,1950.3,740499.1,31868.36006,NA,NA,"Whole Building","Whole Building",38.91680813,-77.01548852,46855500,17.6625789557028,"1919 3rd St NW, WASHINGTON, DC","1919 3rd St NW, WASHINGTON, DC",38.9165517035993,-77.0157083086907,100
"791","PM03630382","3084_0830","3630382","Carver Hall","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","0211 ELM ST NW","HOWARD UNIVERSITY (LAND ONLY)","1","201 Elm Street NW","Washington","DC",45,1942,"Residence Hall/Dormitory","Residence Hall/Dormitory",52598,58567,90,403,414,1078,1072,223.8,3.8,3407.1,311500,19187.90096,NA,NA,"Whole Building","Whole Building",38.91794486,-77.01502038,23602501,16.9768632389572,"201 Elm Street NW, WASHINGTON, DC","201 Elm Street NW, WASHINGTON, DC",38.9177430642921,-77.0145754282127,100
"792","PM03630592","0247_0094","3630592","National Association for the Education of Young Children","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1313 L ST NW","NATIONAL ASSOCIATION FOR THE EDUCATION OF YOUNG CHILDREN","2","1313 L St NW","Washington","DC",10,1984,"Office","Office",118722,125000,83,398,391,346,348,720.4,5.8,1088.3,1841134,NA,NA,NA,"Whole Building","Whole Building",38.9040862,-77.03051133,49750000,17.7225210215689,"1313 L St NW, WASHINGTON, DC","1313 L St NW, WASHINGTON, DC",38.903786275917,-77.0299438041624,100
"793","PM03630815","PAR01730118","3630815","3600 NY Properties LLC","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","3600 NEW YORK AVE NE","3600 NY PROPERTIES LLC","5","3600 New York Avenue NE","Washington","DC",5,1963,"Office","Office",128160,123000,61,705,710,598,592,950.8,7.7,694.8,1929074,36898.00063,NA,NA,"Whole Building","Whole Building",38.91693735,-76.95506335,86715000,18.2781374371668,"3600 New York Avenue NE, WASHINGTON, DC","3600 New York Avenue NE, WASHINGTON, DC",38.9168854815808,-76.9555743639649,100
"794","PM03631342","3587_1321","3631342","300 Morse Street Condominium","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","0300 MORSE ST NE","300 MORSE ST NE CONDOMINIUM","5","300 Morse Street NE","Washington","DC",7,1985,"Distribution Center","Distribution Center",115211,115211,31,493,486,543,538,794.8,6.9,2105,2031294,NA,NA,NA,"Whole Building","Whole Building",38.90904315,-77.00117796,56799023,17.8550296828392,"300 Morse Street NE, WASHINGTON, DC","300 Morse Street NE, WASHINGTON, DC",38.9082615155576,-77.0007405312497,100
"796","PM03632444","0488_0843","3632444","Keck Center","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","500 5TH ST NW","NAS TITLE HOLDING LLC","2","500 Fifith Street NW","Washington","DC",2,2002,"Other","Other",373035,373035,NA,551,545,643,640,2848.8,7.6,7639.9,7280572,NA,NA,NA,"Whole Building","Whole Building",38.89655488,-77.01938076,205542285,19.1411623371569,"500 Fifith Street NW, WASHINGTON, DC","500 Fifith Street NW, WASHINGTON, DC",NA,NA,0
"797","PM03632510","0182_0083","3632510","The University of California Washington Center","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","1608 RHODE ISLAND AVE NW","THE REGENTS OF THE UNIVERSITY OF CALIFORNIA","2","1608 Rhode Island Ave. NW","Washington","DC",38,2001,"College/University","Residence Hall/Dormitory",184556,158819,49,561,560,340,335,972.4,6.1,6954.1,1912560,42173.21772,NA,NA,"Whole Building","Whole Building",38.90651258,-77.03738575,89097459,18.3052413735159,"1608 Rhode Island Ave. NW, WASHINGTON, DC","1608 Rhode Island Ave. NW, WASHINGTON, DC",38.906887842501,-77.0369332091994,100
"798","PM03412190","Not Available","3412190","Brent Elementary","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","301 NORTH CAROLINA AVENUE SE","GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES",NA,"301 NORTH CAROLINA AVENUE SE","Washington","DC",8,1968,"K-12 School","K-12 School",49702,49702,79,309,297,155,133,220.1,4.4,NA,581561,NA,NA,NA,"Whole Building","",38.88480121,-77.00145985,15357918,16.5471417296215,"301 NORTH CAROLINA AVENUE SE, WASHINGTON, DC","301 NORTH CAROLINA AVENUE SE, WASHINGTON, DC",38.8849846229431,-77.0019486526074,100
"799","PM03633445","2609_0858","3633445","Park Monroe","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","3300 16TH ST NW","3300 LLC","1","3300 16th Street NW","Washington","DC",22,1964,"Multifamily Housing","Multifamily Housing",110000,105291,61,483,480,277,275,589.5,5.6,3923.3,1220063,21108.55541,NA,NA,"Whole Building","Whole Building",38.93225794,-77.0368107,50855553,17.7444998780364,"3300 16th Street NW, WASHINGTON, DC","3300 16th Street NW, WASHINGTON, DC",38.9316638680941,-77.0365221839508,100
"800","PM03634687","1266_0304","3634687","Kew Gardens","Not Applicable: Standalone Property","Not Applicable: Standalone Property","12/31/2016","In Compliance","2700 Q ST NW","KEW BUILDING LLC","2","2700 Q St NW","Washington","DC",17,1925,"Multifamily Housing","Multifamily Housing",120054,118500,66,556,573,60,60,558.4,4.7,5464.6,647664.6,57424.08346,NA,NA,"Whole Building","Whole Building",38.9102865,-77.05578179,65886000,18.0034365338079,"2700 Q St NW, WASHINGTON, DC","2700 Q St NW, WASHINGTON, DC",38.910521597295,-77.056022650624,100
